#{"t_start": 1651923238.4473233, "env_id": null}
r,l,t
-3922.451802,19968,104.284091
-159.637687,4981,121.644159
-92.918772,19167,206.835926
0.222895,147,208.608139
-5.779339,20113,404.392366
-1.567041,3637,419.376651
-2.24889,19513,514.077936
-2.185674,21803,663.880612
0.66103,16740,732.73179
-2.282277,28952,954.71705
-0.315671,13377,1005.654454
-0.007799,22746,1119.564257
-1.50728,23539,1266.693945
-2.177298,5724,1288.262894
-0.062173,6836,1314.077584
-0.095415,5001,1332.91847
-1.155947,4917,1350.427388
-0.168049,1950,1356.810128
-0.826509,19768,1505.922831
-2.683919,12883,1555.37136
-3.409633,9984,1590.914397
-12.671229,5654,1613.277574
-3.490379,19124,1775.73478
0.236843,3407,1789.167919
-7.137778,25741,1923.662643
-6.610456,27964,2093.766387
-0.138161,16654,2168.568413
-4.31332,9330,2200.897042
-2.046202,5716,2221.143013
-5.237825,3918,2233.526018
-20.800332,3872,2286.551294
-0.99092,6340,2306.267625
-0.382633,8209,2330.704202
-4.257305,12131,2367.168163
-6.106959,13684,2410.153137
0.112163,4507,2423.602149
-1.369968,19299,2543.707035
0.711293,17317,2603.73939
-0.886317,8218,2627.456921
