Profit,Benchmark_Profit,Profit_Percent,Benchmark_Profit_Percent,Model_Reward,Overall_Reward
-9850.875989,6700.159785,-98.50875989,67.00159785,0.000990796,-3887.489073
-972.3289769,11487.59303,-9.723289769,114.8759303,0.012240998,-182.2415081
-1918.488421,-324.6157006,-19.18488421,-3.246157006,-0.010848823,-162.881924
763.2434483,10871.7486,7.632434483,108.717486,-0.010680111,-136.4920193
-572.737422,5710.393987,-5.72737422,57.10393987,0.001624524,-102.7030715
-4406.460489,-3986.320869,-44.06460489,-39.86320869,-0.038297642,-11.11014529
-2837.761724,1426.944189,-28.37761724,14.26944189,-0.002465503,-9.384001749
10159.30757,27561.61246,101.5930757,275.6161246,-0.000211445,-0.661984869
269.6714389,3225.553967,2.696714389,32.25553967,-0.00146237,-9.500162739
-4058.194338,-7630.586706,-40.58194338,-76.30586706,0.00609369,-11.47694907
539.0673176,-1602.241031,5.390673176,-16.02241031,-0.010203386,-0.40546153
1853.630601,5087.408547,18.53630601,50.87408547,0.000236242,-5.120971513
-17.31816897,661.4683544,-0.17318169,6.614683544,-0.000696689,-9.322796564
-170.2903527,1332.890737,-1.702903527,13.32890737,0.002950928,-1.679203181
6459.792586,33528.53433,64.59792586,335.2853433,0.001472736,-12.12522263
-530.8720059,-1369.399958,-5.308720059,-13.69399958,0.007012038,-9.252704769
2322.298732,26356.34824,23.22298732,263.5634824,-0.0018736,-1.028142299
14594.81499,11560.9268,145.9481499,115.609268,-0.001360976,-9.74624864
3258.141846,9299.228265,32.58141846,92.99228265,0.016202475,1.026050994
31401.38149,37440.08065,314.0138149,374.4008065,-0.006235905,-24.23848297
1560.333992,7660.541385,15.60333992,76.60541385,-0.000530661,-4.614717328
13322.84071,35430.96307,133.2284071,354.3096307,0.014983014,-3.882811888
-1280.183051,-1578.523477,-12.80183051,-15.78523477,-0.027433032,-5.674287182
-1591.204159,-4628.148762,-15.91204159,-46.28148762,0.000834068,-1.207330233
-2231.6775,-3315.602931,-22.316775,-33.15602931,-0.005268489,-15.96390883
-1269.931338,-1736.81426,-12.69931338,-17.3681426,0.000972419,-1.262165742
9130.995022,8482.698235,91.30995022,84.82698235,0.001236486,-23.91843338
-256.3859872,4879.368022,-2.563859872,48.79368022,0.002198683,-8.270922622
3963.137961,5212.10225,39.63137961,52.1210225,0.003886961,-4.599850227
3609.800404,2411.898052,36.09800404,24.11898052,-0.00131897,-0.90589373
4133.507033,6589.799759,41.33507033,65.89799759,-0.000799075,-0.496137458
-1937.474517,-1859.175759,-19.37474517,-18.59175759,0.001412333,-21.52481571
6004.442902,18040.7398,60.04442902,180.407398,0.001561025,-2.924770179
13592.11329,13759.9548,135.9211329,137.599548,0.00217312,1.523488585
-677.7316051,-2165.205301,-6.777316051,-21.65205301,0.008380191,0.049566959
2165.239029,3296.579244,21.65239029,32.96579244,-0.001414918,-0.383525844
5961.265729,22147.16797,59.61265729,221.4716797,-0.001084229,-1.685288266
-2148.404675,-2484.150913,-21.48404675,-24.84150913,-0.000692016,-0.194276543
-2252.865007,503.7520606,-22.52865007,5.037520606,-0.002444193,-4.649590687
7912.446775,14365.89801,79.12446775,143.6589801,-0.000309205,-6.654907374
-841.9109643,1614.87817,-8.419109643,16.1487817,-0.000482695,-1.000416448
19898.76981,2840.144134,198.9876981,28.40144134,0.003130344,-3.52016723
3665.662734,3411.017699,36.65662734,34.11017699,-0.020749913,-0.699992992
13048.71413,21084.25209,130.4871413,210.8425209,0.000219989,-0.217837454
5201.770985,5242.100027,52.01770985,52.42100027,-0.001104734,-11.94542643
1954.19318,4705.343862,19.5419318,47.05343862,0.005412012,-17.57604007
2582.013804,1375.57748,25.82013804,13.7557748,0.004108892,-8.57369259
-2654.401707,1814.053047,-26.54401707,18.14053047,-0.001129297,-4.684336389
12932.54004,15014.36126,129.3254004,150.1436126,-0.005984774,-15.61870248
-538.6820669,-5003.918133,-5.386820669,-50.03918133,0.002787698,-0.513962658
6926.017624,7129.481161,69.26017624,71.29481161,0.001983869,1.238207498
2264.102442,-2434.290707,22.64102442,-24.34290707,-0.001367412,-9.150817096
-2306.047052,-1494.753671,-23.06047052,-14.94753671,0.003381335,-5.922880295
7597.094961,27845.45642,75.97094961,278.4545642,0.017485373,-3.713146626
-622.685719,-1261.167971,-6.22685719,-12.61167971,-0.005133618,0.152382742
15553.51097,12636.87254,155.5351097,126.3687254,0.000327641,-7.39142315
6768.599308,17620.66811,67.68599308,176.2066811,-0.004332507,-2.120506131
1440.903558,2311.735831,14.40903558,23.11735831,-0.003709504,0.26120133
573.7353912,487.5309008,5.737353912,4.875309008,0.004359848,-2.266053809
41915.94777,57531.65766,419.1594777,575.3165766,0.002201456,-4.582576671
-1714.994743,-168.2695985,-17.14994743,-1.682695985,-0.000613199,-0.649848204
-2252.877884,2255.791207,-22.52877884,22.55791207,-0.002367434,-0.431698972
4608.626406,3141.152628,46.08626406,31.41152628,-0.00689512,0.99309295
11054.27509,19261.88213,110.5427509,192.6188213,0.001761635,0.929194051
14026.21066,20679.25012,140.2621066,206.7925012,-0.001242065,0.968916621
10660.37384,14556.57222,106.6037384,145.5657222,-0.000722001,-0.297269633
