#{"t_start": 1653252160.2464788, "env_id": null}
r,l,t
-2742.23163,29259,149.499866
-48.67285,29259,399.219136
-10.576391,29259,548.030925
-2.166664,29259,800.084974
-0.808489,29259,948.388278
-1.628354,29259,1209.021076
-0.584701,29259,1481.775841
1.356939,29259,1633.07161
0.884577,29259,1892.079709
-0.444836,29259,2045.667981
-0.666355,29259,2297.869409
-4.652268,29259,2556.036598
-7.486146,29259,2710.249165
1.223251,29259,2967.028458
-6.418731,29259,3123.851811
-5.533182,29259,3377.324554
-135.947109,29259,3526.753857
