Date_time,Open,High,Low,Close,Volume,Moving_avg_close,Google_adj_hits_daily,Twitter_tweets,Open_S,High_S,Low_S,Close_S,Volume_S,Volatility,pct_returns,returns_flag
2020-01-01 12:00:00,7197.2,7233.33,7196.15,7225.59,868.75358,7264.923869047619,8.1,13500.0,3229.5,3236.25,3229.25,3236.0,94927.0,0.0027076473136582,0.0039445895626077,1
2020-01-01 13:00:00,7225.84,7231.89,7212.88,7221.2,612.180902,7265.100416666666,8.1,13500.0,3229.5,3236.25,3229.25,3236.0,94927.0,0.0027004480113702,-0.000607562842619,0
2020-01-01 14:00:00,7221.17,7234.97,7208.17,7221.43,617.714185,7265.280654761904,8.1,13500.0,3229.5,3236.25,3229.25,3236.0,94927.0,0.0027004079873969,3.185066193989172e-05,1
2020-01-01 15:00:00,7221.6,7255.0,7218.29,7234.19,1393.888792,7265.54630952381,8.1,13500.0,3229.5,3236.25,3229.25,3236.0,94927.0,0.0024371273793775,0.0017669630530239,1
2020-01-01 16:00:00,7234.2,7246.42,7214.0,7245.37,881.93278,7266.136547619048,8.1,13500.0,3229.5,3236.25,3229.25,3236.0,94927.0,0.0024191243125725,0.0015454390885503,1
2020-01-01 17:00:00,7244.34,7249.99,7224.92,7236.83,1069.210567,7266.569047619048,8.1,13500.0,3229.5,3236.25,3229.25,3236.0,94927.0,0.0020528936143949,-0.0011786837663224,0
2020-01-01 18:00:00,7237.02,7246.72,7225.17,7240.67,611.693307,7266.969404761904,8.1,13500.0,3229.5,3236.25,3229.25,3236.0,94927.0,0.0020520646275663,0.0005306190693992,1
2020-01-01 19:00:00,7240.8,7241.0,7225.49,7229.48,417.746637,7266.912619047619,8.1,13500.0,3229.5,3236.25,3229.25,3236.0,94927.0,0.0020900106880347,-0.0015454370935287,0
2020-01-01 20:00:00,7229.48,7242.98,7224.68,7236.73,391.834174,7266.8691071428575,8.1,13500.0,3229.5,3236.25,3229.25,3236.0,94927.0,0.0020945020024157,0.0010028383784173,1
2020-01-01 21:00:00,7237.26,7242.75,7227.0,7233.17,285.454078,7266.946904761905,8.1,13500.0,3229.5,3236.25,3229.25,3236.0,94927.0,0.0020897550647448,-0.0004919348932459,0
2020-01-01 22:00:00,7233.32,7234.49,7186.0,7197.99,769.030411,7266.854166666667,8.1,13500.0,3229.5,3236.25,3229.25,3236.0,94927.0,0.002302529546595,-0.0048637042956269,0
2020-01-01 23:00:00,7197.62,7204.17,7175.15,7200.85,811.25016,7266.831666666667,8.1,13500.0,3237.0,3240.75,3234.25,3237.5,17088.0,0.0022987511799613,0.0003973331443918,1
2020-01-02 00:00:00,7200.77,7212.5,7185.46,7211.02,391.352377,7266.945297619048,6.84,13987.0,3237.75,3239.25,3237.0,3238.75,5278.0,0.0022477336289316,0.0014123332662117,1
2020-01-02 01:00:00,7211.04,7211.16,7185.11,7190.99,402.660139,7266.858095238094,6.84,13987.0,3239.0,3240.5,3236.0,3238.5,11144.0,0.0020266154280893,-0.0027776930309444,0
2020-01-02 02:00:00,7190.99,7191.0,7155.35,7169.02,1387.377886,7266.678630952381,6.84,13987.0,3238.5,3240.0,3238.0,3239.5,5074.0,0.0019381324692636,-0.0030552121474233,0
2020-01-02 03:00:00,7169.04,7169.06,7120.37,7129.61,1557.96443,7266.360773809524,6.84,13987.0,3239.25,3241.0,3239.25,3240.75,3562.0,0.0021627928276254,-0.0054972646191531,0
2020-01-02 04:00:00,7129.25,7161.0,7116.7,7142.21,1252.447877,7266.122380952382,6.84,13987.0,3240.5,3240.75,3239.5,3240.0,1869.0,0.0022102229487452,0.0017672775930239,1
2020-01-02 05:00:00,7142.61,7152.05,7126.93,7138.93,569.50899,7265.828452380952,6.84,13987.0,3239.75,3240.25,3238.5,3240.25,3241.0,0.0021901777530772,-0.0004592416072896,0
2020-01-02 06:00:00,7138.93,7149.02,7121.43,7135.97,687.600665,7265.403630952382,6.84,13987.0,3240.25,3240.5,3239.25,3240.0,2555.0,0.0021853866375503,-0.0004146279624537,0
2020-01-02 07:00:00,7136.04,7140.63,7105.0,7110.57,1548.403823,7264.816547619047,6.84,13987.0,3240.25,3243.5,3240.0,3243.0,10426.0,0.0022480761205171,-0.0035594320043386,0
2020-01-02 08:00:00,7110.98,7157.48,7109.11,7154.36,1114.825128,7264.397797619048,6.84,13987.0,3243.0,3248.0,3242.25,3247.25,31809.0,0.0026275008687581,0.0061584373685934,1
2020-01-02 09:00:00,7153.57,7165.0,7135.36,7162.01,840.001328,7264.10619047619,6.84,13987.0,3247.25,3249.75,3247.0,3249.25,21825.0,0.002623860485632,0.001069278034653,1
2020-01-02 10:00:00,7162.18,7180.0,7153.33,7161.83,1446.219984,7263.773928571429,6.84,13987.0,3249.25,3251.0,3248.75,3250.0,13471.0,0.0025896789878761,-2.5132609421163465e-05,0
2020-01-02 11:00:00,7161.89,7168.67,7139.03,7139.79,761.15657,7263.486845238095,6.84,13987.0,3250.0,3250.5,3247.25,3247.5,11616.0,0.002653333380887,-0.0030774257417447,0
2020-01-02 12:00:00,7139.73,7163.4,7139.03,7158.29,794.030497,7263.19625,6.84,13987.0,3247.5,3249.5,3247.25,3249.5,11974.0,0.0025716500155447,0.0025911126237605,1
2020-01-02 13:00:00,7158.86,7163.35,7107.43,7131.15,1566.280693,7262.730178571428,6.84,13987.0,3249.25,3251.75,3249.25,3251.0,19011.0,0.0026640028933039,-0.0037914082832631,0
2020-01-02 14:00:00,7131.18,7157.1,7122.34,7135.59,956.300925,7262.249345238096,6.84,13987.0,3251.25,3251.5,3245.0,3249.5,222963.0,0.0026720344083604,0.0006226204749584,1
2020-01-02 15:00:00,7135.59,7152.0,7120.0,7130.98,862.429718,7261.651309523809,6.84,13987.0,3249.5,3249.75,3236.5,3243.0,260468.0,0.0026282727838844,-0.0006460572986958,0
2020-01-02 16:00:00,7130.37,7146.85,7020.0,7052.32,3604.474152,7259.958511904762,6.84,13987.0,3242.75,3243.75,3235.5,3240.75,129720.0,0.0033401820661753,-0.0110307419176606,0
2020-01-02 17:00:00,7052.32,7053.09,6924.74,6970.04,6183.82554,7257.584880952381,6.84,13987.0,3241.0,3244.75,3239.5,3243.75,81461.0,0.0039742446936593,-0.0116670826054404,0
2020-01-02 18:00:00,6970.04,6989.68,6949.96,6974.02,1513.597939,7255.26732142857,6.84,13987.0,3244.0,3244.0,3239.75,3242.0,69278.0,0.003975175411286,0.0005710153743738,1
2020-01-02 19:00:00,6974.02,6995.0,6960.0,6983.27,1397.130602,7253.373809523809,6.84,13987.0,3242.0,3249.0,3241.5,3248.25,80634.0,0.0040184495918768,0.0013263512292767,1
2020-01-02 20:00:00,6982.63,6983.22,6941.27,6948.49,1138.646334,7251.543928571428,6.84,13987.0,3248.25,3258.75,3247.75,3258.5,257023.0,0.0040461416830173,-0.0049804747632556,0
2020-01-02 21:00:00,6948.16,6985.0,6946.2,6977.73,665.856715,7250.221547619048,6.84,13987.0,3258.5,3261.75,3257.25,3261.5,83184.0,0.0042165138624917,0.0042081085242979,1
2020-01-02 22:00:00,6977.55,6978.24,6963.02,6974.8,568.324029,7248.884345238094,6.84,13987.0,3258.5,3261.75,3257.25,3261.5,83184.0,0.00415902870191,-0.0004199073337602,0
2020-01-02 23:00:00,6974.8,6974.8,6950.0,6965.71,741.067591,7247.477857142856,6.84,13987.0,3261.0,3263.5,3260.75,3261.25,7660.0,0.0041432527307438,-0.001303263176005,0
2020-01-03 00:00:00,6965.49,6966.47,6912.88,6937.0,1106.732043,7245.87488095238,7.44,15920.0,3261.0,3262.75,3260.5,3261.5,6366.0,0.0041354201799375,-0.0041216186146135,0
2020-01-03 01:00:00,6937.0,6946.07,6878.19,6888.85,2402.581684,7243.95136904762,7.44,15920.0,3261.25,3262.75,3252.25,3253.25,17505.0,0.0042718371930203,-0.0069410407957329,0
2020-01-03 02:00:00,6888.26,6966.8,6871.04,6956.88,2869.993553,7242.36386904762,7.44,15920.0,3253.25,3254.5,3235.0,3238.5,66006.0,0.0048764070008432,0.0098753783287486,1
2020-01-03 03:00:00,6957.66,6966.36,6940.0,6952.04,1246.589508,7240.697321428571,7.44,15920.0,3238.5,3240.5,3231.0,3235.0,30287.0,0.0047918877065055,-0.0006957141707202,0
2020-01-03 04:00:00,6952.04,7264.71,6948.64,7210.19,9560.897697,7240.790595238095,7.44,15920.0,3235.0,3240.0,3233.75,3236.75,13843.0,0.0091491602759658,0.0371329854258606,1
2020-01-03 05:00:00,7210.2,7249.0,7168.48,7220.47,3575.770965,7240.851190476191,7.44,15920.0,3237.0,3238.25,3230.5,3233.0,14668.0,0.0091492474652913,0.0014257599314304,1
2020-01-03 06:00:00,7220.49,7225.0,7190.14,7202.22,2075.25916,7240.8570238095235,7.44,15920.0,3233.25,3234.5,3231.0,3234.0,10400.0,0.0091687044823654,-0.0025275362961136,0
2020-01-03 07:00:00,7202.06,7232.0,7185.04,7203.21,2185.376884,7240.94380952381,7.44,15920.0,3234.0,3235.0,3226.25,3227.0,30096.0,0.0091298306350451,0.0001374576172346,1
2020-01-03 08:00:00,7202.28,7297.29,7202.28,7260.6,3976.534509,7241.3175,7.44,15920.0,3227.0,3231.0,3222.75,3227.25,43024.0,0.0091851926155997,0.0079672812537743,1
2020-01-03 09:00:00,7260.64,7358.88,7256.56,7348.42,5469.030632,7242.263095238095,7.44,15920.0,3227.25,3227.75,3220.5,3223.25,30914.0,0.0094779443984767,0.0120954191113682,1
2020-01-03 10:00:00,7349.3,7371.92,7281.3,7312.25,3924.462414,7242.995476190476,7.44,15920.0,3223.25,3226.0,3206.75,3211.5,44157.0,0.0095559157387574,-0.0049221465294579,0
2020-01-03 11:00:00,7312.26,7346.0,7306.61,7340.46,1826.857466,7244.202261904762,7.44,15920.0,3211.25,3218.0,3209.75,3214.75,32359.0,0.0095349469162712,0.0038579096721256,1
2020-01-03 12:00:00,7340.46,7350.19,7303.14,7322.78,1717.22262,7244.776607142857,7.44,15920.0,3214.5,3224.25,3214.25,3223.75,33698.0,0.00955778785728,-0.0024085684003455,0
2020-01-03 13:00:00,7324.1,7380.0,7311.59,7348.87,1906.468998,7245.699702380951,7.44,15920.0,3223.5,3232.0,3223.25,3227.25,51468.0,0.0095156195849062,0.0035628545443124,1
2020-01-03 14:00:00,7348.36,7362.31,7229.3,7254.73,4583.643119,7246.007023809525,7.44,15920.0,3227.25,3239.5,3220.25,3237.25,259066.0,0.0099424636165749,-0.0128101327142813,0
2020-01-03 15:00:00,7255.49,7322.44,7252.48,7320.18,2371.650792,7246.49369047619,7.44,15920.0,3237.25,3240.75,3230.0,3234.75,222635.0,0.0100789057357033,0.0090217003251673,1
2020-01-03 16:00:00,7320.17,7405.0,7293.1,7386.03,5852.326934,7247.577916666667,7.44,15920.0,3234.75,3242.25,3230.75,3241.25,118446.0,0.0098539859194331,0.0089956804340876,1
2020-01-03 17:00:00,7388.21,7403.2,7335.21,7355.26,2201.223063,7248.475773809525,7.44,15920.0,3241.0,3246.25,3241.0,3243.75,93472.0,0.0095156548642214,-0.0041659727891708,0
2020-01-03 18:00:00,7355.23,7369.47,7330.32,7342.96,1422.531602,7249.205297619048,7.44,15920.0,3243.75,3245.25,3233.0,3239.25,128035.0,0.0095442155434759,-0.0016722726321027,0
2020-01-03 19:00:00,7342.95,7352.33,7280.0,7343.08,2259.002878,7249.9611309523825,7.44,15920.0,3239.25,3243.0,3235.5,3242.0,71564.0,0.0095531308158243,1.6342183533524235e-05,1
2020-01-03 20:00:00,7343.62,7361.0,7297.01,7316.99,1546.013182,7250.515773809525,7.44,15920.0,3242.0,3245.25,3234.0,3234.25,275828.0,0.0095112316086297,-0.0035530050060738,0
2020-01-03 21:00:00,7317.01,7335.0,7262.68,7283.0,1227.929145,7250.84005952381,7.44,15920.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0096011520911226,-0.0046453528021768,0
2020-01-03 22:00:00,7281.69,7320.54,7260.01,7300.56,1407.545265,7251.195833333333,7.44,15920.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0095897015223066,0.0024110943292598,1
2020-01-03 23:00:00,7301.32,7346.08,7291.75,7344.96,1712.856338,7251.732857142856,7.44,15920.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0095993449288734,0.006081725237516,1
2020-01-04 00:00:00,7345.0,7350.0,7289.98,7302.24,1240.406484,7251.669404761906,8.4,19730.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0096543623057304,-0.0058162331721344,0
2020-01-04 01:00:00,7304.96,7312.58,7280.85,7309.16,821.321239,7251.652440476191,8.4,19730.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0094625544892349,0.0009476544183701,1
2020-01-04 02:00:00,7308.71,7328.99,7296.18,7327.83,868.281715,7251.8452380952385,8.4,19730.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0093319987212432,0.0025543290884315,1
2020-01-04 03:00:00,7328.21,7339.69,7318.56,7333.11,763.775397,7252.113749999999,8.4,19730.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.009317305300672,0.0007205407330683,1
2020-01-04 04:00:00,7333.14,7338.46,7312.65,7334.86,691.833205,7252.325000000001,8.4,19730.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0056277246103695,0.0002386436314196,1
2020-01-04 05:00:00,7334.59,7369.28,7325.0,7344.69,1306.738785,7252.48,8.4,19730.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0056272914833828,0.0013401755452728,1
2020-01-04 06:00:00,7344.7,7367.88,7340.0,7354.96,1168.097036,7252.807738095238,8.4,19730.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0055855035447352,0.0013982891041011,1
2020-01-04 07:00:00,7354.95,7363.63,7327.32,7348.11,1352.880865,7253.07630952381,8.4,19730.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0055960130894259,-0.0009313442901117,0
2020-01-04 08:00:00,7348.04,7365.0,7330.0,7346.59,1272.743225,7253.385119047619,8.4,19730.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0053886029791314,-0.0002068559126087,0
2020-01-04 09:00:00,7346.4,7369.18,7339.28,7363.88,1084.110633,7253.721190476192,8.4,19730.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0048137885027736,0.0023534728356966,1
2020-01-04 10:00:00,7364.32,7369.63,7304.36,7318.3,1807.551552,7253.703690476192,8.4,19730.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0048777962877237,-0.0061896717491322,0
2020-01-04 11:00:00,7318.15,7339.27,7302.1,7336.45,1520.454655,7253.87136904762,8.4,19730.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0048389330861846,0.0024800841725536,1
2020-01-04 12:00:00,7336.75,7339.58,7305.0,7312.89,1131.422667,7253.940773809524,8.4,19730.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0048589566017176,-0.0032113624436885,0
2020-01-04 13:00:00,7312.79,7326.49,7291.0,7303.88,1549.128326,7253.934464285714,8.4,19730.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0048024100286887,-0.0012320710416812,0
2020-01-04 14:00:00,7303.72,7323.74,7296.44,7316.72,874.231693,7253.882202380953,8.4,19730.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0039985435922111,0.0017579697366332,1
2020-01-04 15:00:00,7315.51,7332.0,7305.0,7318.99,870.0506,7253.969821428571,8.4,19730.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.003548338964443,0.0003102483079848,1
2020-01-04 16:00:00,7318.98,7323.26,7297.91,7307.11,1043.417942,7253.878392857142,8.4,19730.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0029969881732751,-0.0016231747823128,0
2020-01-04 17:00:00,7308.0,7352.0,7305.0,7351.99,1237.984296,7253.947083333333,8.4,19730.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0031736868984883,0.0061419631016914,1
2020-01-04 18:00:00,7351.36,7404.0,7272.21,7306.92,4110.024469,7253.74005952381,8.4,19730.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0033975479333616,-0.0061303130172918,0
2020-01-04 19:00:00,7306.6,7353.84,7283.01,7334.83,1966.929401,7253.680892857143,8.4,19730.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0034953426492933,0.0038196668363688,1
2020-01-04 20:00:00,7334.89,7352.64,7310.67,7341.06,1433.864061,7253.688154761904,8.4,19730.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0034176748819154,0.0008493721054203,1
2020-01-04 21:00:00,7340.9,7367.31,7330.72,7350.68,869.007514,7253.802976190475,8.4,19730.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.003267858455926,0.001310437457261,1
2020-01-04 22:00:00,7350.72,7359.7,7342.67,7350.24,474.926109,7253.949821428572,8.4,19730.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0032402417987004,-5.985840765754258e-05,0
2020-01-04 23:00:00,7350.05,7363.0,7328.9,7354.11,528.793108,7254.175833333334,8.4,19730.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0029976859068111,0.0005265134199698,1
2020-01-05 00:00:00,7354.19,7393.0,7354.11,7373.48,1432.35544,7254.567738095237,7.92,16357.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.00276519423428,0.0026339013150469,1
2020-01-05 01:00:00,7373.43,7481.87,7373.43,7459.18,6394.85574,7255.578333333333,7.92,16357.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0035909900524671,0.0116227344483204,1
2020-01-05 02:00:00,7459.91,7482.87,7432.79,7443.79,2038.01579,7256.382678571429,7.92,16357.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.003619463889877,-0.0020632294702634,0
2020-01-05 03:00:00,7443.92,7478.0,7439.33,7475.99,1446.222876,7257.386964285714,7.92,16357.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0036960590352943,0.0043257534132477,1
2020-01-05 04:00:00,7476.0,7495.0,7444.0,7457.14,1859.909467,7258.326190476191,7.92,16357.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0037570739975299,-0.0025214051918206,0
2020-01-05 05:00:00,7457.18,7470.0,7444.0,7459.12,952.444318,7259.16619047619,7.92,16357.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0037554650385512,0.00026551734311,1
2020-01-05 06:00:00,7458.51,7481.25,7437.4,7457.5,1166.464289,7259.995357142857,7.92,16357.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0037559681408458,-0.0002171837964799,0
2020-01-05 07:00:00,7457.83,7470.36,7442.0,7463.63,888.087854,7260.88005952381,7.92,16357.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0037422430528323,0.0008219912839424,1
2020-01-05 08:00:00,7463.64,7472.0,7410.0,7430.05,1595.878334,7261.329226190476,7.92,16357.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0038851531705222,-0.004499151217303,0
2020-01-05 09:00:00,7430.0,7436.84,7400.0,7427.74,2072.537095,7262.012321428572,7.92,16357.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0038672581664492,-0.0003108996574721,0
2020-01-05 10:00:00,7427.7,7432.28,7403.21,7415.12,995.14421,7262.572083333333,7.92,16357.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0036380785312659,-0.0016990363152183,0
2020-01-05 11:00:00,7415.1,7440.0,7410.0,7422.33,1001.517619,7263.027440476191,7.92,16357.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0036163274039146,0.0009723376020887,1
2020-01-05 12:00:00,7422.27,7460.46,7421.93,7457.01,1079.561263,7263.584285714287,7.92,16357.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.003623428091005,0.0046723872422811,1
2020-01-05 13:00:00,7457.79,7458.0,7415.0,7431.15,1337.571084,7263.8123214285715,7.92,16357.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0037062690852887,-0.0034678778759852,0
2020-01-05 14:00:00,7431.16,7444.73,7425.0,7431.82,831.78756,7264.068273809524,7.92,16357.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0037017232800213,9.016101141812172e-05,1
2020-01-05 15:00:00,7431.71,7476.31,7430.99,7468.42,1839.988518,7264.510476190476,7.92,16357.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0038014222165784,0.0049247694373653,1
2020-01-05 16:00:00,7467.91,7484.0,7450.0,7461.38,1764.362509,7264.840654761904,7.92,16357.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0037846781017016,-0.0009426357917738,0
2020-01-05 17:00:00,7461.26,7470.76,7445.15,7464.65,904.275876,7265.160178571428,7.92,16357.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0036150217694695,0.0004382567299883,1
2020-01-05 18:00:00,7464.62,7468.87,7421.77,7438.72,1226.760244,7265.240000000001,7.92,16357.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0034348829502312,-0.0034737060679334,0
2020-01-05 19:00:00,7439.02,7449.69,7427.1,7444.14,952.37598,7265.067916666668,7.92,16357.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.003372188184652,0.0007286199776306,1
2020-01-05 20:00:00,7444.71,7445.0,7426.0,7431.6,687.771423,7265.270654761905,7.92,16357.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0034042741769139,-0.0016845465023495,0
2020-01-05 21:00:00,7431.01,7431.53,7361.01,7368.52,2225.194358,7265.109523809523,7.92,16357.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0038617341171771,-0.0084880779374562,0
2020-01-05 22:00:00,7367.62,7385.65,7318.0,7355.73,2249.586037,7264.847142857142,7.92,16357.0,3234.0,3237.25,3233.75,3235.5,71677.0,0.0038800128914813,-0.0017357624054763,0
2020-01-05 23:00:00,7355.73,7363.35,7321.0,7358.75,1388.41772,7264.671607142856,7.92,16357.0,3220.25,3224.0,3216.25,3223.75,37020.0,0.0038794507190976,0.0004105642811795,1
2020-01-06 00:00:00,7357.64,7384.72,7346.76,7378.75,1358.867787,7264.907619047619,7.8,16533.0,3223.75,3225.25,3220.5,3223.0,22335.0,0.0038819344388866,0.0027178528962119,1
2020-01-06 01:00:00,7378.97,7426.82,7368.55,7423.5,1630.227541,7265.321369047619,7.8,16533.0,3223.0,3223.0,3219.0,3220.25,17575.0,0.0032798012382048,0.0060647128578688,1
2020-01-06 02:00:00,7423.06,7562.0,7421.64,7551.44,5819.256972,7266.460714285714,7.8,16533.0,3220.0,3222.5,3219.25,3220.5,12099.0,0.0048102115475938,0.0172344581396914,1
2020-01-06 03:00:00,7551.47,7580.0,7486.85,7540.9,4769.906356,7267.599940476191,7.8,16533.0,3220.5,3225.75,3220.5,3225.0,10485.0,0.0047595360558662,-0.0013957602788342,0
2020-01-06 04:00:00,7540.9,7554.61,7516.06,7529.52,1554.582461,7268.519880952382,7.8,16533.0,3225.25,3230.0,3224.25,3228.5,13516.0,0.0047372215758802,-0.0015091036878885,0
2020-01-06 05:00:00,7529.52,7541.55,7496.0,7532.85,1472.91993,7269.431071428571,7.8,16533.0,3228.25,3229.0,3226.0,3226.75,8414.0,0.0047371193165649,0.000442259267523,1
2020-01-06 06:00:00,7532.85,7537.53,7510.99,7520.0,873.32937,7270.234464285713,7.8,16533.0,3226.5,3227.25,3221.0,3223.75,13709.0,0.0047555443432838,-0.0017058616592657,0
2020-01-06 07:00:00,7520.0,7527.27,7505.57,7507.91,921.886394,7270.964345238095,7.8,16533.0,3224.0,3228.75,3223.0,3223.25,20125.0,0.0047710869785789,-0.0016077127659575,0
2020-01-06 08:00:00,7508.18,7551.68,7507.39,7547.55,1690.857798,7272.050892857143,7.8,16533.0,3223.25,3225.5,3208.75,3209.25,58592.0,0.0047647767307571,0.0052797649412419,1
2020-01-06 09:00:00,7547.88,7553.0,7516.51,7550.78,2074.105876,7273.3882738095235,7.8,16533.0,3209.25,3215.0,3208.75,3214.0,35146.0,0.0047605836346931,0.0004279534418452,1
2020-01-06 10:00:00,7550.84,7576.68,7535.64,7561.22,1912.728693,7274.867559523809,7.8,16533.0,3214.25,3217.0,3213.0,3216.5,20477.0,0.0047346766165503,0.0013826386148185,1
2020-01-06 11:00:00,7561.27,7582.27,7526.88,7544.72,2149.635226,7276.234285714287,7.8,16533.0,3216.25,3218.0,3214.5,3216.75,16144.0,0.0047740020280795,-0.0021821875305836,0
2020-01-06 12:00:00,7544.72,7566.24,7535.0,7557.42,1484.613594,7277.740178571429,7.8,16533.0,3217.0,3222.75,3216.75,3221.25,21589.0,0.0047041396259468,0.0016832963980106,1
2020-01-06 13:00:00,7557.77,7622.0,7465.44,7528.64,3698.140842,7278.98107142857,7.8,16533.0,3221.25,3221.25,3215.25,3218.0,28456.0,0.0047173278232839,-0.0038081779231536,0
2020-01-06 14:00:00,7528.59,7558.45,7505.02,7547.93,2383.745611,7280.414464285715,7.8,16533.0,3218.0,3227.25,3213.25,3225.5,231670.0,0.0047337236382859,0.0025622157521145,1
2020-01-06 15:00:00,7548.1,7553.28,7516.34,7519.99,1644.393877,7281.949642857143,7.8,16533.0,3225.5,3234.75,3224.5,3232.0,193673.0,0.0047230598588025,-0.0037016771485692,0
