#{"t_start": 1653242390.5526702, "env_id": null}
r,l,t
-3576.246359,29259,431.598691
-42.234592,29259,1084.901636
-5.283782,29259,1500.212614
0.445135,29259,2108.924222
0.912348,29259,2544.462383
2.271844,29259,3315.091524
0.212731,29259,3734.57635
2.366234,29259,3908.584363
0.884577,29259,4190.997396
0.549626,29259,4364.386033
-0.439358,29259,4638.627589
-3.243317,29259,4912.700924
0.740842,29259,5081.99262
1.663172,29259,5353.505514
0.250782,29259,5525.62237
-3.243317,29259,5800.709719
0.73573,29259,5970.690242
