trade_row_loc,original_price,moving_avg,trade_price,avg_buy_price,trade_slippage,trade_amount,trade_total,trade_fee,trade_profit,trade_type,trade_hold_penalty,trend_reward,extra_reward,overall_reward ,net_worth,benchmark,total_fees,Balance,crypto_holding,crypto_worth,total_volume_traded,highest_net_worth
50,8327.1,8314.390536,8327.1,0,0.0017578993285584077,0,0,0,0,hold,0,1,0,1,10000.0,0.0,0,10000,0,0.0,0,10000
51,8322.0,8311.867321,8335.280399128816,8343.619014974283,0.0015958182082210937,0.47969592005781875,4002.4,4.0,0,buy,0,0,0,1,9989.629446721168,-6.124581186728392,4.0,5997.6,0.47969592005781875,3992.0294467211675,3998.4,10000
52,8293.18,8309.34125,8293.18,8343.619014974283,0.0014523367253924631,0,0,0,0,hold,0,2,0,3,9975.804610305102,-40.73446938309826,4.0,5997.6,0.47969592005781875,3978.2046103051016,3998.4,10000
53,8238.01,8306.573452,8238.01,8343.619014974283,0.0013205999241052673,0,0,0,0,hold,0,2,0,5,9949.339786395512,-106.98802704422997,4.0,5997.6,0.47969592005781875,3951.7397863955116,3998.4,10000
54,8266.96,8303.500655,8266.96,8343.619014974283,0.0016164975264610297,0,0,0,0,hold,0,2,0,7,9963.226983281185,-72.22202207251212,4.0,5997.6,0.47969592005781875,3965.626983281185,3998.4,10000
55,8202.21,8300.180476,8202.21,8343.619014974283,0.001848149232999442,0,0,0,0,hold,0,2,0,9,9932.166672457442,-149.98018517851597,4.0,5997.6,0.47969592005781875,3934.566672457441,3998.4,10000
56,8172.5,8296.670476,8172.5,8343.619014974283,0.001072092132801263,0,0,0,0,hold,0,2,0,11,9917.914906672524,-185.65887283688244,4.0,5997.6,0.47969592005781875,3920.3149066725236,3998.4,10000
57,8215.06,8293.541369,8215.06,8343.619014974283,0.0017546554762173264,0,0,0,0,hold,0,2,0,13,9938.330765030185,-134.548642384505,4.0,5997.6,0.47969592005781875,3940.730765030184,3998.4,10000
58,8220.0,8291.874702,8220.0,8343.619014974283,0.001864497354034071,0,0,0,0,hold,0,2,0,15,9940.700462875271,-128.61620492128168,4.0,5997.6,0.47969592005781875,3943.1004628752703,3998.4,10000
59,8232.0,8290.178214,8232.0,8343.619014974283,0.0014604417167137524,0,0,0,0,hold,0,2,0,17,9946.456813915964,-114.20542565839241,4.0,5997.6,0.47969592005781875,3948.856813915964,3998.4,10000
60,8220.87,8288.296488,8220.87,8343.619014974283,0.0010443922268965698,0,0,0,0,hold,0,2,0,19,9941.117798325722,-127.5714234247207,4.0,5997.6,0.47969592005781875,3943.517798325721,3998.4,10000
61,8210.01,8286.285238,8210.01,8343.619014974283,0.0013133782914623471,0,0,0,0,hold,0,2,0,21,9935.908300633893,-140.61317865763704,4.0,5997.6,0.47969592005781875,3938.3083006338925,3998.4,10000
62,8214.39,8284.535179,8214.39,8343.619014974283,0.0010374150570566384,0,0,0,0,hold,0,2,0,23,9938.009368763745,-135.35324422668236,4.0,5997.6,0.47969592005781875,3940.4093687637455,3998.4,10000
63,8171.09,8282.25006,8171.09,8343.619014974283,0.0016476834042007601,0,0,0,0,hold,0,2,0,25,9917.238535425244,-187.3521394002728,4.0,5997.6,0.47969592005781875,3919.6385354252425,3998.4,10000
64,8106.96,8279.838214,8106.96,8343.619014974283,0.0018534505520195928,0,0,0,0,hold,0,2,0,27,9886.475636071935,-264.365745577692,4.0,5997.6,0.47969592005781875,3888.8756360719344,3998.4,10000
65,8068.03,8277.429345,8068.03,8343.619014974283,0.0016059037323063465,0,0,0,0,hold,0,2,0,29,9867.801073904084,-311.1167153030474,4.0,5997.6,0.47969592005781875,3870.2010739040834,3998.4,10000
66,7961.99,8274.512917,7961.99,8343.619014974283,0.0015636439698723653,0,0,0,0,hold,0,2,0,31,9816.934118541152,-438.45996805610775,4.0,5997.6,0.47969592005781875,3819.3341185411523,3998.4,10000
67,7977.11,8271.626667,7977.11,8343.619014974283,0.001559344989092908,0,0,0,0,hold,0,2,0,33,9824.187120852426,-420.3023861848669,4.0,5997.6,0.47969592005781875,3826.5871208524263,3998.4,10000
68,7944.07,8268.69256,7944.07,8343.619014974283,0.0010816991452783054,0,0,0,0,hold,0,2,0,35,9808.337967653717,-459.9800650886882,4.0,5997.6,0.47969592005781875,3810.737967653716,3998.4,10000
69,7907.48,8266.266786,7907.48,8343.619014974283,0.001156249522501659,0,0,0,0,hold,0,2,0,37,9790.7858939388,-503.9209328577781,4.0,5997.6,0.47969592005781875,3793.1858939388003,3998.4,10000
70,7902.98,8265.016667,7902.98,8343.619014974283,0.0019882825089748385,0,0,0,0,hold,0,2,0,39,9788.627262298542,-509.32497508136294,4.0,5997.6,0.47969592005781875,3791.0272622985403,3998.4,10000
71,7956.0,8263.921429,7956.0,8343.619014974283,0.0010953525155628075,0,0,0,0,hold,0,2,0,41,9814.060739980006,-445.65334870483275,4.0,5997.6,0.47969592005781875,3816.460739980006,3998.4,10000
72,7902.18,8262.136726,7902.18,8343.619014974283,0.001095777376284483,0,0,0,0,hold,0,2,0,43,9788.243505562496,-510.28569369888646,4.0,5997.6,0.47969592005781875,3790.6435055624943,3998.4,10000
73,7912.04,8260.422679,7912.04,8343.619014974283,0.0013390091743202613,0,0,0,0,hold,0,2,0,45,9792.973307334265,-498.4448367378809,4.0,5997.6,0.47969592005781875,3795.373307334264,3998.4,10000
74,7945.85,8258.798512,7945.85,8343.619014974283,0.0016141563230409215,0,0,0,0,hold,0,2,0,47,9809.19182639142,-457.84246616469136,4.0,5997.6,0.47969592005781875,3811.591826391419,3998.4,10000
