#{"t_start": 1651611495.4008684, "env_id": null}
r,l,t
25368.5,19968,90.420877
6612.5,3549,104.417732
9351.5,5001,121.428413
21355.0,10994,166.758913
41195.0,20729,333.459401
33623.5,17398,402.317579
31032.5,16917,473.520986
41050.0,21427,670.184601
20992.0,10668,713.463889
17803.5,8923,749.738961
8720.5,4369,766.54491
37902.0,18981,952.304104
44709.5,22799,1048.759219
7022.0,3533,1063.149013
53603.5,27474,1293.541054
36913.0,18499,1371.524987
6379.0,3205,1384.941742
35558.0,17801,1600.743119
8822.5,4475,1616.631822
55955.0,28234,1741.951489
44056.0,22182,1927.570081
30712.5,15399,1990.745017
27809.0,13975,2047.00893
14131.0,7069,2071.960222
25127.0,12575,2247.676349
6215.5,3125,2260.138574
25497.5,12754,2310.163784
19508.5,9988,2349.976946
32891.0,16870,2418.961603
38311.0,19265,2587.229419
16117.0,8067,2618.013225
29591.5,14799,2677.474364
52933.5,26503,2882.454324
42902.0,21968,2978.635073
556,279,2979.614788
17613.0,8876,3012.989547
12987.5,6574,3125.408901
10290.0,5180,3147.191532
28156.5,14321,3205.704674
26285.0,13452,3258.879859
43919.5,21998,3499.204764
43690.5,21851,3590.937601
40037,20020,3808.668272
6127,3065,3821.399569
47101,23557,3919.347631
47821,23915,4149.412267
38107,19055,4227.225497
16326,8167,4259.791081
23960,11998,4307.078251
9331,4670,4325.896796
50093,25054,4543.051411
46660,23334,4643.055635
14720,7362,4806.23339
55134,27574,4926.453659
8439,4259,4942.988491
44686,22346,5134.168719
52955,26479,5249.438611
4077,2058,5257.702736
26649,13330,5311.336788
58471,29241,5596.730645
27226,13614,5651.151767
16050,8027,5681.489263
50597,25303,5886.474959
24231,12117,5934.993737
53793.0,27004,6260.394044
54148.5,27089,6378.464348
