#{"t_start": 1651309819.3865025, "env_id": null}
r,l,t
-6921.828916,19968,269.634369
2163.67716,10251,511.413424
-776.052005,24529,894.289516
0.0,12611,1197.442166
0.0,1279,1203.825762
0.0,13545,1432.163472
0.0,3619,1521.620128
0.0,1164,1527.173917
0.0,6486,1583.5474
0.0,18386,1928.25101
0.0,1100,1933.656932
0.0,4108,1990.553154
0.0,23214,2404.860847
0.0,168,2406.047163
0.0,21395,2751.741745
0.0,19093,3095.305456
0.0,6773,3180.124624
0.0,10156,3352.846774
0.0,18108,3683.615612
0.0,28737,4163.889163
0.0,28119,4679.320207
0.0,13523,4916.051854
0.0,5928,5016.559878
0.0,10166,5146.486106
0.0,9010,5284.6248
0.0,21893,5700.095886
0.0,5329,5793.483852
0.0,1929,5866.775834
0.0,13754,6034.785114
0.0,13586,6230.309384
0.0,17295,6486.847786
0.0,4501,6509.141707
0.0,11300,6766.588035
0.0,7019,6878.190547
0.0,14522,7126.383312
0.0,7730,7271.464698
0.0,17413,7512.268053
0.0,19862,7876.131788
0.0,13426,8136.94087
0.0,21309,8514.054255
0.0,6646,8591.354743
0.0,1448,8630.206146
0.0,549,8633.002487
0.0,16832,8928.629112
0.0,540,8931.611324
0.0,2228,9002.603007
0.0,19920,9379.815592
0.0,28003,9863.026366
0.0,11445,10019.096434
0.0,28566,10512.930045
0.0,10749,10659.998376
0.0,11706,10833.100321
0.0,1051,10838.55033
0.0,19010,11170.719379
0.0,26054,11616.18537
0.0,18751,11949.51491
0.0,29171,12416.671188
0.0,2993,12480.668206
0.0,2204,12567.85234
0.0,13629,12726.013483
0.0,11876,12949.165807
0.0,15575,13226.293575
0.0,5359,13304.125932
0.0,12288,13456.673068
0.0,8981,13643.574876
0.0,21317,14016.368469
0.0,18908,14384.924493
0.0,21048,14742.272186
0.0,28125,15263.107894
0.0,25686,15753.18966
0.0,124,15754.392516
0.0,27541,16310.233817
0.0,22384,16692.1362
0.0,8547,16831.871617
