#{"t_start": 1651915407.3381228, "env_id": null}
r,l,t
-5014.298857,19968,104.696419
-392.020849,5567,128.144544
-320.41198,7938,164.381232
-185.630301,11674,211.237712
-60.50541,13173,323.65821
-21.690434,7121,353.062423
-39.495173,21046,459.847311
-19.791955,25434,678.837981
-8.421636,12059,729.637356
-10.110253,23773,843.681605
-1.044797,17227,985.200902
-0.030316,13995,1047.551767
0.625223,12609,1102.917099
-0.709085,6850,1135.209733
-1.129909,12756,1286.3683
0.293959,5914,1313.150861
-0.7527,16883,1385.949298
-0.711521,10574,1430.644538
0.180804,27251,1660.114152
0.050938,1001,1667.432349
0.299468,2394,1679.001632
0.132084,15721,1753.261178
0.039956,24552,1964.680609
-0.24891,22303,2086.759598
0.060219,1659,2098.025004
-0.099515,7255,2137.251987
-0.051616,1060,2141.019547
-2.452068,15453,2303.148975
2.38089,24902,2447.738369
0.412878,28671,2675.146439
-3.77935,27874,2849.724171
0.303559,28849,3046.203315
-1.144822,9948,3083.762685
