#{"t_start": 1652894048.9407287, "env_id": null}
r,l,t
-1064.895785,4321,21.569521
-757.437935,4321,37.303045
-763.914159,4321,53.10314
-637.655755,4321,68.657067
-480.619225,4321,84.727439
-405.310903,4321,100.690231
-412.850185,4321,115.810556
-233.574673,4321,130.787291
-227.529443,4321,146.548287
-210.459352,4321,164.20601
-153.705026,4321,179.944143
-145.375531,4321,234.624878
-96.802912,4321,250.546278
-129.127425,4321,266.350701
-112.359405,4321,281.903967
-135.256485,4321,297.493909
-139.372153,4321,313.029583
-78.389092,4321,328.041653
-205.012515,4321,346.387171
-31.188716,4321,362.442037
-92.662415,4321,378.009324
-56.514161,4321,393.113811
-46.905661,4321,409.249779
-88.914312,4321,470.173892
-80.539745,4321,486.587576
-3.685181,4321,501.952244
-161.305361,4321,517.440223
-273.677885,4321,535.271727
-13.884927,4321,550.737439
-102.369388,4321,566.487247
-6.873804,4321,581.990429
-22.392874,4321,597.302173
-14.325017,4321,612.211947
-60.468875,4321,628.091391
-17.740291,4321,684.880767
-14.901199,4321,701.025112
-15.215083,4321,718.388366
-36.342399,4321,733.476975
-24.297598,4321,749.434133
-9.533611,4321,765.124223
-12.820995,4321,781.348561
-3.124397,4321,797.303481
-6.643571,4321,812.376994
-6.326933,4321,827.808554
-2.379674,4321,843.261805
-6.439699,4321,862.127589
-0.459462,4321,917.917229
-12.39292,4321,933.392746
-6.867135,4321,949.079431
-6.75032,4321,964.605063
0.455898,4321,979.677236
-4.748275,4321,994.362296
-9.645174,4321,1009.921242
-3.84887,4321,1025.4149
-6.132012,4321,1043.60095
-24.884964,4321,1059.427696
-16.001996,4321,1074.345061
-0.266093,4321,1130.502063
-3.064509,4321,1145.816414
-6.903287,4321,1161.924959
0.368844,4321,1177.410013
-7.235954,4321,1193.136883
-24.386794,4321,1208.580226
-19.525883,4321,1225.961836
-5.095383,4321,1241.008853
-0.450533,4321,1256.097257
0.394,4321,1272.36263
-1.053249,4321,1288.241369
-30.837549,4321,1303.763788
0.495622,4321,1358.464402
0.069009,4321,1373.904333
-1.002587,4321,1390.497297
-6.297708,4321,1408.151248
-0.86179,4321,1423.686099
0.510649,4321,1438.951875
0.239879,4321,1454.195323
-0.283174,4321,1469.762614
-2.970124,4321,1485.635842
-8.567744,4321,1501.006147
0.37033,4321,1516.956992
-0.899563,4321,1572.718583
-5.523797,4321,1590.545489
-3.37529,4321,1606.476733
1.124616,4321,1621.74957
0.311684,4321,1637.697628
0.0318,4321,1653.020751
-2.133869,4321,1668.656565
1.094362,4321,1683.983234
-14.694884,4321,1699.635653
0.62506,4321,1715.372787
-5.061763,4321,1730.652776
-0.729588,4321,1748.521117
0.358344,4321,1804.525708
-3.215536,4321,1819.442452
1.06267,4321,1834.322311
-26.653312,4321,1850.659329
-10.875368,4321,1866.034637
-22.164355,4321,1881.702437
-38.173079,4321,1897.57131
-1.577728,4321,1913.082507
-8.65784,4321,1930.615083
-1.280178,4321,1945.773108
-4.422136,4321,1960.238162
-0.908462,4321,1975.760797
-5.375564,4321,2032.955998
0.45868,4321,2048.03547
-20.466393,4321,2063.808429
0.451645,4321,2080.220511
-6.632918,4321,2096.452105
-9.94859,4321,2115.749041
-0.603015,4321,2131.451288
-2.864719,4321,2146.936332
-1.871841,4321,2162.234499
-0.63749,4321,2178.299087
-33.460581,4321,2194.13912
-39.145391,4321,2252.360182
