#{"t_start": 1653234102.9038587, "env_id": null}
r,l,t
-5068.770708,29259,162.765924
-146.739365,29259,413.057253
-11.573886,29259,566.722065
-3.360015,29259,824.808705
1.105353,29259,979.889736
-1.629429,29259,1239.591767
-4.244799,29259,1509.059482
-0.114966,29259,1666.834306
0.884577,29259,1932.380265
0.549626,29259,2091.377537
-0.439358,29259,2365.966756
-4.243393,29259,2659.069406
-0.159694,29259,2814.921355
1.264893,29259,3086.010042
0.250782,29259,3241.655517
-4.247135,29259,3502.628148
-4.246664,29259,3678.86669
