#{"t_start": 1652894157.485842, "env_id": null}
r,l,t
-2144.054692,4321,7.686712
-2200.493865,4321,65.792088
-2157.579157,4321,125.211089
-2160.257555,4321,183.922698
-2158.374947,4321,241.962555
-2193.623777,4321,299.977123
-2207.886578,4321,359.439628
-2123.968048,4321,367.662934
-2151.005504,4321,427.186743
-2185.044793,4321,484.840156
-2172.554462,4321,543.431342
-1307.866234,4321,605.611688
-121.66225,4321,674.155976
-145.326814,4321,744.82614
-130.64415,4321,763.2505
-119.40375,4321,830.15585
-125.604593,4321,896.536435
-135.914151,4321,964.221515
-122.780754,4321,1033.501982
-128.601271,4321,1101.024771
-136.986602,4321,1168.325052
-124.890284,4321,1237.13131
-127.420667,4321,1254.989252
-112.389759,4321,1322.662888
-109.759904,4321,1390.504661
-117.722413,4321,1458.560256
-122.084175,4321,1526.830945
-107.288641,4321,1594.628926
-113.306684,4321,1664.572317
-122.431364,4321,1682.123382
-126.693921,4321,1751.554251
-99.487056,4321,1819.805703
-105.04038,4321,1888.329814
-113.287554,4321,1958.372169
-117.201992,4321,2025.905319
-132.769029,4321,2093.580842
-129.529809,4321,2111.290083
-111.322157,4321,2176.73982
-132.372327,4321,2245.862835
-112.864009,4321,2314.430679
-111.211762,4321,2382.514564
-122.98789,4321,2450.933296
-111.376746,4321,2517.436372
-110.124596,4321,2586.313383
-119.963405,4321,2604.491586
-123.398545,4321,2671.64896
-98.980965,4321,2741.844435
-118.541531,4321,2813.121364
-106.076846,4321,2883.493674
-120.35921,4321,2955.445711
-122.032453,4321,3022.12304
-145.542826,4321,3038.834282
-114.558159,4321,3106.347796
-131.714889,4321,3174.293307
-124.04024,4321,3243.342149
-98.058138,4321,3309.931228
-135.931315,4321,3377.340022
-130.917925,4321,3444.591163
-123.455575,4321,3461.161654
-120.758271,4321,3529.614271
-115.872388,4321,3596.670118
-112.78274,4321,3665.315257
-120.770286,4321,3734.103284
-124.8605,4321,3801.396327
-115.758744,4321,3868.620142
-124.133129,4321,3936.299156
-117.107803,4321,3953.480927
-116.849961,4321,4021.38941
-131.100052,4321,4089.807878
-116.923789,4321,4156.072684
-108.733308,4321,4223.835647
-125.287774,4321,4291.58386
-108.004436,4321,4358.519734
-111.606418,4321,4376.251836
-122.048848,4321,4444.873264
-122.305217,4321,4514.063917
-105.548136,4321,4582.338035
-111.811494,4321,4651.755844
-117.271657,4321,4719.055587
-117.261733,4321,4785.094067
-111.705261,4321,4854.582912
-114.129455,4321,4872.99296
-127.450345,4321,4939.571944
-120.964322,4321,5008.093132
-115.901522,4321,5076.814534
-113.596241,4321,5143.847234
-113.82993,4321,5212.682972
-100.125373,4321,5281.550244
-109.991309,4321,5299.879716
-107.124643,4321,5366.917406
-107.959855,4321,5434.962818
-122.216398,4321,5504.256078
-92.667326,4321,5573.571396
-114.124828,4321,5641.717626
-99.794575,4321,5711.032886
-103.0139,4321,5729.497248
-93.119357,4321,5798.916742
-121.441183,4321,5869.883853
-105.371924,4321,5938.113629
-104.057678,4321,6006.730197
-108.092588,4321,6076.282719
-91.312876,4321,6148.051195
-110.793275,4321,6215.791739
-100.57219,4321,6234.310374
-113.669877,4321,6302.723
-126.280121,4321,6373.445148
-111.203534,4321,6446.732069
-115.552533,4321,6517.242868
-98.900529,4321,6588.812197
-116.301193,4321,6659.071791
-109.99447,4321,6678.322136
-101.681541,4321,6746.802839
-97.778167,4321,6813.923767
-118.377268,4321,6883.296756
-105.354862,4321,6952.084222
