#{"t_start": 1653237983.3838089, "env_id": null}
r,l,t
-2461.504952,29259,143.533888
-2.692463,29259,405.907366
-1.984918,29259,569.884574
-10.253965,29259,819.618528
-17.589666,29259,976.400892
-5.537181,29259,1242.85022
-2.368926,29259,1489.732641
-3.419979,29259,1643.265777
-5.59674,29259,1891.096356
-16.761376,29259,2036.571088
-28.865097,29259,2293.539003
0.589815,29259,2543.211898
-34.205427,29259,2690.947834
-0.611429,29259,2948.650201
-2.707014,29259,3104.026659
-55.219006,29259,3539.365432
3.199749,29259,3837.915232
