#{"t_start": 1653263832.4205935, "env_id": null}
r,l,t
-4914.924955,29259,141.138766
-79.825527,29259,394.434184
-2.176375,29259,546.794598
0.445135,29259,798.638213
-0.449212,29259,944.624807
0.183589,29259,1195.89444
-0.385343,29259,1440.22064
3.157194,29259,1585.230822
0.884577,29259,1831.092394
0.568016,29259,1972.764712
-3.56937,29259,2221.536663
-3.243317,29259,2467.083613
0.740842,29259,2613.713831
1.663172,29259,2880.738546
-0.875246,29259,3038.871588
-3.243317,29259,3290.739339
-3.243317,29259,3441.371259
