#{"t_start": 1651825153.5258532, "env_id": null}
r,l,t
1672.0,19968,222.147714
1859.5,16974,499.901664
2706.0,11048,594.15427
26470.5,25397,1015.008016
26598.5,16656,1286.856298
6818.5,3783,1300.669565
13247.5,7066,1449.33431
11851.0,6192,1516.525343
4545.0,2377,1525.04606
26053.0,13812,1708.418305
40852.5,21363,2021.193126
6969.0,3623,2098.669072
49155.5,25817,2522.682284
7776.5,4032,2589.652138
21166.5,11045,2731.895749
34762.0,18130,3002.668918
1975.0,1024,3007.417859
5502.5,2870,3079.726176
50437.5,26384,3471.771338
54088.5,28283,3979.461288
46876.5,24504,4421.552408
21986.5,11488,4588.819247
14843.0,7774,4654.418902
50355.5,26307,5130.766335
46282.0,24209,5561.569143
52216.5,27257,6018.562225
31164.0,16235,6249.479691
7670.0,3988,6303.229172
50519.0,26330,6720.705714
51588.5,26978,7229.203493
22205.0,11575,7415.955072
40606.5,21205,7751.341038
17138.0,8910,7920.390604
16332.5,8498,8025.796954
33426.0,17462,8292.221354
45727.5,23904,8684.265621
46640.0,24401,9092.177376
53503.5,27921,9532.984924
49748.5,25941,10009.451739
14214.0,7392,10092.584076
20171.0,10513,10242.014988
14200.0,7418,10369.256919
44466.0,23263,10727.392651
18778.0,9773,10867.576491
14698.5,7663,11019.094994
43708.5,22741,11432.055578
46763.0,24443,11899.849149
6525.5,3396,11959.244257
50172.0,26210,12359.268412
17378.5,9074,12479.499818
20167.0,10524,12621.18515
42258.5,22048,13031.097655
6017.0,3129,13043.379336
29655.0,15526,13246.320832
20339.0,10631,13368.617853
5089.0,2652,13438.014094
679.5,350,13439.337656
26782.5,14004,13633.19716
6013.5,3132,13644.612319
47575.0,24830,14063.518127
52737.0,27570,14537.891063
5808.5,3032,14617.085785
28459.5,14859,14776.944897
26657.0,13971,14968.259062
33362.5,17510,15203.569012
38596.0,20168,15476.184673
4772.5,2500,15485.748292
