Profit,Benchmark_Profit,Profit_Percent,Benchmark_Profit_Percent,Model_Reward,Overall_Reward
-1965.964967,832.7780846,-19.65964967,8.327780846,-0.002754597,-180.3278574
-1073.182461,2409.839009,-10.73182461,24.09839009,0,-204.3048422
-1819.069646,1915.335391,-18.19069646,19.15335391,0,-180.647999
5452.868198,16875.66513,54.52868198,168.7566513,-0.000408021,-155.8093099
432.3211092,5911.594998,4.323211092,59.11594998,0.003030716,-152.8492365
-437.179406,3650.712429,-4.37179406,36.50712429,0.005930827,-166.4544796
-1373.171339,949.0774461,-13.73171339,9.490774461,-0.80012995,-136.5266658
-2764.64813,-507.6441642,-27.6464813,-5.076441642,0,-133.7437234
-1106.843657,706.2827196,-11.06843657,7.062827196,-1,-94.65663777
-1738.582521,285.0452568,-17.38582521,2.850452568,-0.281323918,-93.66572403
734.7392208,4648.312308,7.347392208,46.48312308,0.005706969,-93.39966088
-4813.281464,-3567.903463,-48.13281464,-35.67903463,-0.407861168,-106.3497527
-1526.550588,1070.521153,-15.26550588,10.70521153,-1,-129.4298248
-4309.742562,-2378.7534,-43.09742562,-23.787534,-0.089584987,-96.20458599
-4691.14391,-3341.795763,-46.9114391,-33.41795763,-1,-108.7502259
-755.1455384,418.2401298,-7.551455384,4.182401298,0,-94.34409328
-3572.795409,-2504.681189,-35.72795409,-25.04681189,0.003023665,-117.7688875
-3577.558163,-1701.84791,-35.77558163,-17.0184791,-1.20E-06,-102.4992568
-3360.938149,-2333.738321,-33.60938149,-23.33738321,-0.098884599,-142.2784701
-320.5737865,2029.047618,-3.205737865,20.29047618,0,-92.16375225
-2878.765245,-1699.207547,-28.78765245,-16.99207547,-0.199637204,-92.86555709
-892.8402285,-1448.299623,-8.928402285,-14.48299623,-0.000631892,-105.1743074
74.00619154,2711.219812,0.740061915,27.11219812,0.013987395,-76.64415142
-1418.982729,555.2228613,-14.18982729,5.552228613,0,-75.0022615
-1928.853098,-580.804028,-19.28853098,-5.80804028,0.008417305,-80.12598255
746.316722,4918.267613,7.46316722,49.18267613,0,-73.83851989
-2034.248104,-954.532834,-20.34248104,-9.54532834,0.009085103,-88.38792648
-1616.367551,-303.8237381,-16.16367551,-3.038237381,0,-98.55278308
1886.85437,4677.850228,18.8685437,46.77850228,-0.295614892,-86.03891883
-1498.941907,330.1835653,-14.98941907,3.301835653,0.001139182,-70.34437746
-1980.786027,-272.1068249,-19.80786027,-2.721068249,0,-70.38502493
-604.0047228,736.5561257,-6.040047228,7.365561257,0,-71.24193633
-779.1394523,38.4397965,-7.791394523,0.384397965,0.002387713,-64.14505689
-623.8668664,786.9203315,-6.238668664,7.869203315,-0.001769814,-49.13329283
