trade_row_loc,trade_price,trade_amount,trade_total,trade_fee,trade_min_trade_penalty,trade_buy_penalty,trade_hold_penalty,trade_trend_reward,trade_reward ,overall_reward ,trade_profit,trade_type,net_worth,benchmark,Balance,crypto_holding,crypto_worth,total_fees,total_volume_traded,highest_net_worth
50,8177.093887257812,1.221705429549635,10000.0,10.0,0,0,0,0,-10.0,-10.0,0,buy,9990.0,0.0,0.0,1.221705429549635,9990.0,10.0,9990.0,10000
51,8193.090808066678,0,0,0,True,0,0,0,8.543525008266442,-0.45647499173355754,0,buy,10009.543525008266,23.51621271394106,0.0,1.221705429549635,10009.543525008266,10.0,9990.0,10000
52,8192.749152266933,0,0,0,True,0,0,0,8.126122262681747,8.66964727094819,0,buy,10009.126122262682,23.17326794519613,0.0,1.221705429549635,10009.126122262682,10.0,9990.0,10009.543525008266
53,8163.285656738255,0,0,0,True,0,0,0,-27.86959019821552,-18.19994292726733,0,buy,9973.130409801784,-19.866300532299647,0.0,1.221705429549635,9973.130409801784,10.0,9990.0,10009.543525008266
54,8182.596108260997,0,0,0,True,0,0,0,-4.277906725827052,-21.47784965309438,0,buy,9996.722093274173,8.561371191168291,0.0,1.221705429549635,9996.722093274173,10.0,9990.0,10009.543525008266
55,8182.821674861549,0,0,0,True,0,0,0,-4.00233078520796,-24.48018043830234,0,buy,9996.997669214792,5.438124190099188,0.0,1.221705429549635,9996.997669214792,10.0,9990.0,10009.543525008266
56,8146.415096456915,0,0,0,True,0,0,0,-48.48044529347317,-71.96062573177551,0,buy,9952.519554706527,-33.620835364465165,0.0,1.221705429549635,9952.519554706527,10.0,9990.0,10009.543525008266
57,8137.728839284218,0,0,0,True,0,0,0,-59.092492843821674,-130.05311857559718,0,buy,9941.907507156178,-43.198792834413325,0.0,1.221705429549635,9941.907507156178,10.0,9990.0,10009.543525008266
58,8123.1967704493345,0,0,0,True,0,0,0,-76.8464002419878,-205.89951881758498,0,buy,9924.153599758012,-67.89081618405362,0.0,1.221705429549635,9924.153599758012,10.0,9990.0,10009.543525008266
59,8114.725671292359,1.221705429549635,9903.890607511757,9.913804411923682,0,0,0,-5.575671292359402,-96.10939248824252,-302.0089113058275,-96.10939248824252,sell,9903.890607511757,-43.284529026601376,9903.890607511757,0.0,0.0,19.91380441192368,19903.80441192368,10009.543525008266
60,8152.549586988281,1.213606444380952,9903.890607511757,9.903890607511757,0,0,0,0,-106.01328309575365,-408.02219440158115,0,buy,9893.986716904246,-32.763473442602844,0.0,1.213606444380952,9893.986716904246,29.81769501943544,29797.79112882793,10009.543525008266
61,8142.8031209232795,0,0,0,True,0,0,0,-118.84165712218055,-525.8638515237617,0,buy,9882.15834287782,-45.46467791362193,0.0,1.213606444380952,9882.15834287782,29.81769501943544,29797.79112882793,10009.543525008266
62,8127.9014241667055,0,0,0,True,0,0,0,-136.92645233816802,-661.7903038619297,0,buy,9864.073547661832,-58.27611463173889,0.0,1.213606444380952,9864.073547661832,29.81769501943544,29797.79112882793,10009.543525008266
63,8146.537493273798,0,0,0,True,0,0,0,-114.30959877187342,-775.0999026338031,0,buy,9886.690401228127,-40.308258354993086,0.0,1.213606444380952,9886.690401228127,29.81769501943544,29797.79112882793,10009.543525008266
64,8116.795962089929,0,0,0,True,0,0,0,-150.40411268237222,-924.5040153161754,0,buy,9850.595887317628,-69.2993393413999,0.0,1.213606444380952,9850.595887317628,29.81769501943544,29797.79112882793,10009.543525008266
65,8103.409575510549,0,0,0,True,0,0,0,-166.64991770208326,-1090.1539330182586,0,buy,9834.350082297917,-93.81989030666773,0.0,1.213606444380952,9834.350082297917,29.81769501943544,29797.79112882793,10009.543525008266
66,8094.69594478556,0,0,0,True,0,0,0,-177.22483610388554,-1266.3787691221441,0,buy,9823.775163896114,-100.47056921482726,0.0,1.213606444380952,9823.775163896114,29.81769501943544,29797.79112882793,10009.543525008266
67,8093.606200140454,0,0,0,True,0,0,0,-178.5473572279152,-1443.9261263500593,0,buy,9822.452642772085,-98.3394124376282,0.0,1.213606444380952,9822.452642772085,29.81769501943544,29797.79112882793,10009.543525008266
68,8090.150909002512,0,0,0,True,0,0,0,-182.7407208201348,-1625.6668471701942,0,buy,9818.259279179865,-101.45041141124238,0.0,1.213606444380952,9818.259279179865,29.81769501943544,29797.79112882793,10009.543525008266
69,8088.319100117479,0,0,0,True,0,0,0,-184.96381588788427,-1809.6306630580784,0,buy,9816.036184112116,-113.06154143875028,0.0,1.213606444380952,9816.036184112116,29.81769501943544,29797.79112882793,10009.543525008266
70,8087.101690444738,0,0,0,True,0,0,0,-186.44127211217528,-1995.0719351702537,0,buy,9814.558727887825,-111.7020103912273,0.0,1.213606444380952,9814.558727887825,29.81769501943544,29797.79112882793,10009.543525008266
71,8046.384124245559,0,0,0,True,0,0,0,-235.8563728510071,-2229.928308021261,0,buy,9765.143627148993,-161.69845846326461,0.0,1.213606444380952,9765.143627148993,29.81769501943544,29797.79112882793,10009.543525008266
72,8095.89426721451,0,0,0,True,0,0,0,-175.77054428166593,-2404.6988523029268,0,buy,9825.229455718334,-100.00514417153136,0.0,1.213606444380952,9825.229455718334,29.81769501943544,29797.79112882793,10009.543525008266
73,8084.983614441352,0,0,0,True,0,0,0,-189.01178279957276,-2592.7106351024995,0,buy,9811.988217200427,-111.73875447359205,0.0,1.213606444380952,9811.988217200427,29.81769501943544,29797.79112882793,10009.543525008266
74,8047.922859652946,0,0,0,True,0,0,0,-233.98895364440614,-2825.6995887469056,0,buy,9767.011046355594,-154.91305125309555,0.0,1.213606444380952,9767.011046355594,29.81769501943544,29797.79112882793,10009.543525008266
