#{"t_start": 1651918677.6370418, "env_id": null}
r,l,t
-3435.291366,19968,114.5606
-122.295442,4462,137.298498
-174.741104,22506,272.220156
-11.807226,13191,429.252932
-9.11523,25571,618.429622
-4.731803,16819,829.438367
-1.36886,27474,1041.140872
-0.871542,4944,1066.792587
-2.829736,23984,1301.647352
-0.254287,236,1303.540683
-0.587462,14922,1416.488497
-0.316008,4807,1458.10551
0.133763,11245,1533.18275
0.799999,12471,1675.395553
-0.149907,1799,1688.315828
-0.802079,3797,1716.798601
-0.460638,4134,1746.323903
-0.266896,11577,1829.059342
0.930531,26407,2124.595856
-1.107149,16356,2252.464423
1.176106,9287,2312.394538
0.194376,3416,2335.864031
-0.633579,27235,2627.720404
0.696425,9797,2720.559037
0.291704,21554,2893.089781
1.277043,7098,2947.385478
-1.489173,28812,3331.564713
-0.259825,2693,3351.036686
-0.607376,17805,3504.859199
-2.186236,22082,3726.61345
-1.148386,14757,3834.434628
-2.106801,26508,4118.39545
-0.171488,18548,4252.786849
0.086149,25304,4491.664787
