#{"t_start": 1651934586.1606889, "env_id": null}
r,l,t
-5228.623269,19968,82.967009
-375.670721,4981,98.935279
-453.570305,19167,172.248779
-69.26889,20331,314.136091
-2.641542,4087,328.624321
-7.011768,21803,418.903734
-7.519698,24540,576.008257
-6.953675,29060,716.072448
0.927556,19768,847.30527
0.167879,10542,882.798292
1.401632,19908,963.454457
-1.71726,15328,1058.675766
0.605758,12242,1103.704269
-0.777258,22506,1209.412395
-6.120371,22666,1372.267747
-1.374499,6331,1394.216129
-11.320504,27373,1565.032578
1.863393,18339,1637.626317
-1.872414,6897,1661.259077
-1.408071,1832,1667.110421
0.725571,9518,1700.831777
-25.763215,20580,1832.797096
0.461647,13284,1879.265748
-10.541731,20354,1961.313106
-1.022133,14098,2047.87278
-2.63547,18567,2120.523367
-9.484624,11333,2156.946907
-3.544636,18457,2282.777527
-20.774012,6619,2304.464473
-6.091195,18921,2385.225276
-9.302962,3588,2396.363461
