#{"t_start": 1653248580.0539129, "env_id": null}
r,l,t
-4047.027438,29259,141.876506
-12.778817,29259,388.02656
-6.880773,29259,527.30923
-0.694491,29259,769.195201
1.404987,29259,907.812385
-6.198269,29259,1158.351394
-2.36911,29259,1411.236539
-0.729153,29259,1558.691111
-5.884778,29259,1809.587554
0.568016,29259,1955.210151
2.346833,29259,2199.725337
-18.277956,29259,2445.900649
-10.980926,29259,2591.265184
-0.07423,29259,2834.119565
-0.766235,29259,2983.860907
-2.237374,29259,3227.395275
-1.793338,29259,3367.018243
