#{"t_start": 1652788763.4403548, "env_id": null}
r,l,t
-17.641421,19968,267.676167
-1.168141,10251,503.557834
-1.676595,24529,885.263653
-1.53877,12611,1212.671984
-0.418805,7805,1337.416842
-0.423337,13766,1536.176597
-1.142457,17794,1834.493182
-0.454776,11945,1985.891542
-1.52826,4573,2070.285036
-0.522042,4251,2164.827294
0.577645,5824,2266.776212
-0.45112,3630,2366.567654
-1.54511,18006,2679.774059
-3.261761,29231,3342.904268
-0.289191,17600,3736.062531
0.177427,2491,3748.448476
-1.969861,22104,4148.462735
0.023518,16663,4442.789525
-0.717487,12040,4681.495597
-1.735491,20395,5040.496832
-0.123826,9324,5174.805276
-0.738199,22205,5602.671327
0.793879,11614,5803.317375
0.565763,4307,5882.767078
-1.552212,18269,6264.384196
-2.586947,27990,6732.826026
-0.832685,7640,6845.040052
-1.137195,12170,7070.862542
0.343573,4413,7149.362914
-2.04409,26284,7662.607111
-0.1911,17750,7999.816652
-0.810394,3155,8073.494115
-0.394703,599,8076.291705
-2.191073,25957,8599.668312
-0.220723,5722,8692.017012
