#{"t_start": 1651912088.3039768, "env_id": null}
r,l,t
-11831.205229,19968,221.021904
-9873.629981,16974,495.260542
-5950.396627,11048,588.492966
-6405.268782,25397,1010.359471
-2179.901382,16656,1280.74292
-229.473937,3783,1295.121908
-248.033345,7066,1442.210652
-152.893651,6192,1509.215296
-65.064196,2377,1518.141438
-369.428909,13812,1696.924886
-551.563203,21363,2007.442116
-81.12571,3623,2085.160616
-661.339277,25817,2508.38904
-84.006921,4032,2575.915779
-276.394193,11045,2717.370231
-437.323721,18130,2982.528599
-19.125696,1024,2986.593398
-66.859663,2870,3057.843369
-680.039419,26384,3449.510245
-681.034583,28283,3950.085503
-623.034404,24504,4389.475538
-303.514264,11488,4557.164857
-206.342397,7774,4622.896367
-685.240005,26307,5096.207722
-634.058858,24209,5517.739328
-693.718442,27257,5969.733785
-383.020827,16235,6198.125814
-89.397475,3988,6251.951413
-635.786977,26330,6666.610554
-706.752033,26978,7159.888386
-277.500377,11575,7343.912883
-542.783042,21205,7672.461478
-205.872073,8910,7838.098846
-201.792496,8498,7939.627293
-453.614374,17462,8203.019299
-641.301394,23904,8584.448451
-587.703708,24401,8985.725087
-699.421807,27921,9422.157355
-633.010425,25941,9895.571578
-173.792669,7392,9976.832251
-244.280141,10513,10122.739734
-197.151635,7418,10247.331592
-648.688703,23263,10607.120796
-236.589829,9773,10749.929762
-195.834888,7663,10901.021136
-542.02898,22741,11316.022313
-631.211644,24443,11790.87386
-72.269662,3396,11851.478106
-696.224674,26210,12259.575191
-236.971504,9074,12379.24216
-258.678085,10524,12522.037843
-545.811989,22048,12931.539585
-69.573687,3129,12943.359174
-402.173819,15526,13149.026838
-280.480104,10631,13272.713475
-63.77894,2652,13343.783972
-5.991253,350,13345.011511
-355.104676,14004,13541.544677
-73.075422,3132,13553.447513
-635.022186,24830,13979.272929
-729.812021,27570,14463.962981
-83.546181,3032,14542.285437
-376.466655,14859,14705.279763
-396.568724,13971,14903.288643
-507.901783,17510,15145.592816
-529.144641,20168,15422.567055
-55.1962,2500,15432.476043
