#{"t_start": 1651932313.4542618, "env_id": null}
r,l,t
-1629.106253,19968,236.17252
-1453.766282,16974,513.555566
-1388.034436,20086,804.858625
-485.569143,6221,895.540226
-792.43399,11409,1064.396555
-849.194544,24964,1469.048971
-103.078313,10918,1695.527283
-243.324138,20044,1982.931761
-256.93268,28951,2499.595651
-130.038969,15341,2711.271276
-95.096134,12946,2930.382666
-133.469525,17386,3211.238296
-7.371628,1285,3217.010826
-190.604301,22531,3552.128378
-205.936219,25530,3988.499554
-44.366404,4997,4045.4181
-127.634074,15391,4327.594197
-45.387661,5719,4459.041377
-93.897692,12267,4659.787126
-73.604532,8547,4830.109442
-86.254979,7892,4912.799956
-60.924435,6340,5073.68483
-179.880669,19439,5390.820808
-164.398281,19814,5705.238848
-74.154236,8815,5854.875321
-200.03499,24219,6305.20297
-64.114682,6205,6382.366329
-3.760932,745,6385.313004
-93.35871,13673,6603.923522
-100.731447,12826,6817.111143
-74.113397,9644,6965.153771
-26.373171,3861,6982.605511
-19.16151,2291,7058.28844
-67.417236,8764,7219.288876
-29.351682,3430,7235.77634
-85.034485,10093,7394.817667
-82.997,9620,7541.472358
-75.007617,9146,7722.270677
-116.652907,15024,7969.603775
-71.344742,8979,8149.357344
-40.20931,5682,8205.907323
-77.412978,10761,8359.962904
-152.271351,19057,8713.228726
-211.536362,25753,9142.282017
-156.695789,18949,9500.268075
-250.786717,26706,9963.581718
-16.457946,1812,10019.000098
-170.184155,20891,10355.114703
-116.72489,12265,10510.25352
-52.700593,5473,10607.970484
-27.539333,1932,10662.791538
-116.628845,13109,10802.069018
-173.706245,19267,11142.466534
-124.115483,11834,11384.912441
-95.755673,9955,11549.99449
-7.642354,1146,11555.112924
-38.856037,4567,11633.008815
-176.96093,21995,11960.833275
-82.14559,9111,12116.591194
-89.309618,9415,12271.180509
-141.585812,11257,12419.266048
-207.636122,17219,12709.940069
-229.631662,22571,13094.298923
-126.694546,17816,13402.227743
-178.831046,18378,13649.563874
-247.1818,23339,14045.35759
-271.551971,28972,14540.779177
-8.261658,997,14545.907776
-111.134811,12964,14780.04249
-283.608802,28804,15191.589881
-257.197254,26927,15671.452576
-77.787666,7448,15733.33949
-39.569393,4324,15796.438452
-102.943503,11692,15938.460712
-126.905511,13480,16157.007908
