#{"t_start": 1651931749.684062, "env_id": null}
r,l,t
-3628.550087,19968,83.817709
-147.852105,5567,102.552572
-102.180415,13471,159.621334
-22.741784,21262,328.910594
-0.576464,10060,382.048398
-3.755241,25434,525.377786
-2.935173,769,528.529351
-95.356447,9636,617.940138
-77.09892,10798,656.54815
-1.852489,12015,706.462579
-5.901456,6735,728.799805
-44.587239,22697,899.97872
-0.014372,26,901.047866
-0.790961,2937,911.216641
-24.954264,13616,970.162449
-1.531564,6790,994.194129
0.353279,1694,1002.064065
-8.627345,8954,1034.837607
-6.7963,18945,1176.955274
-6.780192,10273,1217.417976
0.916957,17540,1296.711747
-0.360397,16225,1430.399961
-0.60894,2251,1438.111323
-15.104259,27798,1586.705125
-8.753221,22179,1736.890114
-17.123229,12932,1782.17192
-25.349069,23435,1891.753636
-9.506355,22434,2042.095364
1.845195,28671,2198.473767
-1.318498,7594,2277.677523
-7.60455,23800,2389.755635
-30.159003,23196,2492.910472
-1.470423,7128,2579.70025
-0.715633,18583,2657.199885
0.242615,1133,2660.985756
-19.664546,16229,2720.004842
-0.823497,3994,2732.960174
