#{"t_start": 1651926007.4447763, "env_id": null}
r,l,t
-2049.263766,19968,81.372847
-17.57586,4981,98.024266
-13.344771,19167,174.189449
0.222895,147,175.123955
-1.624003,20113,300.439638
-9.830911,12680,344.032979
-0.794825,24540,488.555208
0.24003,2554,496.362315
-1.577887,17877,562.38663
0.007332,322,563.697122
-0.798385,13976,613.341048
-1.329744,3431,625.36487
-1.100369,9335,655.162128
-0.660029,11998,728.395187
-0.153063,19768,814.306282
-0.861349,7877,846.609869
-0.630617,8638,875.831669
0.717994,9509,954.280014
-1.156618,2991,966.033526
-0.328454,4554,981.286707
-0.179961,2891,991.857419
-94.198952,24957,1136.592097
-12558.009657,16917,1271.662666
-8778.059167,19399,1352.241511
-505.047891,13807,1398.084831
-1.29461,28757,1592.70382
-3.129148,29067,1780.820404
-0.266252,5914,1807.784247
-2.704273,28331,2000.817674
0.079267,235,2001.990534
-0.395033,977,2012.875406
-1.002669,16974,2202.645564
-1.135436,18910,2308.469369
-0.040329,3677,2333.246065
0.353162,6313,2371.651291
-0.852856,3116,2393.992547
-1.632186,13922,2497.012856
-0.227787,8108,2585.776056
-0.85162,7313,2606.610336
-0.318721,10262,2636.397594
-0.766041,9260,2673.904445
-0.962686,12126,2756.828738
