#{"t_start": 1653230256.1122808, "env_id": null}
r,l,t
-2577.12773,29259,182.982673
-31.798274,29259,454.626049
-7.181189,29259,610.153403
-1.354922,29259,864.928614
1.044239,29259,1021.964397
-2.975924,29259,1277.190461
-3.243317,29259,1543.824621
0.868563,29259,1704.042214
0.884577,29259,1960.261556
-4.241149,29259,2124.618716
-0.439358,29259,2384.523094
-3.243317,29259,2642.126712
-4.243595,29259,2804.801376
1.663172,29259,3063.711582
-4.245142,29259,3223.777229
-4.137342,29259,3484.524851
0.73573,29259,3643.308957
