#{"t_start": 1651912161.9943926, "env_id": null}
r,l,t
-112.895191,19968,280.429934
-0.430912,10251,525.00966
-0.301246,24529,921.067505
-2.536364,12611,1229.072518
0.265135,1279,1235.257247
-1.037281,13545,1472.47047
0.897614,3619,1563.685584
-0.415222,1164,1569.410728
-0.634767,6486,1625.731313
0.870677,18386,1982.058315
-0.236553,1100,1988.094132
-1.617904,4108,2045.937089
-0.876081,23214,2467.088926
0.017782,168,2468.384274
0.700602,21395,2826.168549
-1.046147,19093,3178.874015
0.722336,6773,3262.721692
0.387206,10156,3435.176458
-0.829428,18108,3774.601762
-2.951636,28737,4272.525253
-2.762301,28119,4810.266011
-0.22779,13523,5047.817765
0.343016,5928,5150.450409
-0.964326,10166,5280.744467
0.388443,9010,5421.322534
-0.93152,21893,5848.198791
-0.084977,5329,5942.425767
0.222861,1929,6016.065144
-2.210825,13754,6191.088466
-0.656014,13586,6391.493737
0.268607,17295,6657.149811
-0.613941,4501,6679.73438
-1.0181,11300,6943.286431
-0.927269,7019,7057.588377
0.245212,14522,7316.594755
-1.093165,7730,7462.552054
-0.848092,17413,7716.997817
-0.875711,19862,8097.004586
-0.776133,13426,8358.990717
-1.51744,21309,8751.180616
-0.649132,6646,8828.694304
0.235622,1448,8868.756775
0.002621,549,8871.364045
-0.095737,16832,9183.256042
0.124857,540,9186.161405
-0.174985,2228,9257.268738
-0.601761,19920,9642.279016
-0.683177,28003,10141.115561
-1.328317,11445,10296.937426
-2.999236,28566,10800.738331
-0.098684,10749,10948.845866
-0.36168,11706,11123.215054
-0.260824,1051,11128.410922
-0.755065,19010,11464.0953
-1.86944,26054,11921.836293
-0.7014,18751,12265.939985
1.569387,29171,12746.555782
-0.297188,2993,12811.324671
-0.101444,2204,12900.493634
-1.100137,13629,13060.297182
-0.705783,11876,13279.242688
-0.348908,15575,13560.382074
0.661627,5359,13639.087936
-0.846773,12288,13791.902318
-0.575628,8981,13976.047017
-1.895781,21317,14349.716224
-0.953441,18908,14720.060229
-1.144868,21048,15083.159335
-2.672136,28125,15616.488474
-2.059369,25686,16109.988551
-0.118242,124,16111.328228
-2.594082,27541,16681.377033
-1.511039,22384,17069.858841
0.455028,8547,17207.969049
