#{"t_start": 1650892721.3882565, "env_id": null}
r,l,t
-9999.997775,19968,226.359193
-9999.992472,16974,494.331909
-9999.998269,20086,773.383415
-9375.196876,6221,862.72602
-9989.185073,11409,1022.48456
-9967.970527,24964,1400.64205
-2179.529299,10918,1621.186275
-5947.784755,20044,1896.443249
-5991.314105,28951,2386.206717
-6640.423679,15341,2583.509304
-5332.868061,12946,2797.819246
1172.490769,17386,3065.370397
2137.648668,1285,3072.141843
-7067.621446,22531,3399.594827
-5447.876169,25530,3815.52841
-2793.22592,4997,3871.211639
-6946.536867,15391,4138.963809
-1945.711497,5719,4264.366652
-7220.95873,12267,4453.299437
12002.983057,8547,4611.27651
3048.917333,7892,4687.917048
263.548962,6340,4837.86323
-3492.915547,19439,5127.699525
-6184.48821,19814,5420.323559
-795.411936,8815,5558.716692
-168.961531,24219,5970.720655
6214.440759,6205,6044.77726
-226.670855,745,6047.653588
-3982.435725,13673,6248.696301
5814.036566,12826,6449.690566
-6375.916947,9644,6587.354282
-109.050634,3861,6603.278151
-2544.80516,2291,6671.033235
-1976.984164,8764,6817.106283
-5496.747293,3430,6830.861649
-1797.46642,10093,6970.705279
-83.088178,9620,7098.7706
-6193.210318,9146,7257.422658
-5390.28279,15024,7483.183168
-2292.737847,8979,7653.418227
-5083.694511,5682,7706.04327
-2456.537016,10761,7848.029392
-7697.341854,19057,8171.183189
-8278.297036,25753,8565.190722
-7349.560948,18949,8893.229046
-8210.342449,26706,9321.245807
13932.774005,1812,9375.191414
-904.097596,20891,9684.398313
-3118.780734,12265,9842.583132
-3192.212668,5473,9940.221534
-4581.245401,1932,9997.328836
-2652.492214,13109,10140.696523
-6343.491157,19267,10498.63939
-5773.701645,11834,10753.563241
700.197792,9955,10921.556967
461.229564,1146,10926.652729
-2212.681703,4567,11003.32819
-4714.763327,21995,11329.842506
-2619.30861,9111,11478.290773
-4263.847133,9415,11628.420118
-5629.539937,11257,11773.939136
-5703.222702,17219,12048.989488
-6294.261408,22571,12420.867005
-8115.646992,17816,12713.454173
-3288.388077,18378,12942.962731
-3864.755439,23339,13325.28321
14689.48475,28972,13810.706826
119.780623,997,13815.264211
-6826.061248,12964,14040.186339
-7949.976304,28804,14426.150463
601.826027,26927,14892.647595
-1031.806135,7448,14952.552794
-3012.419333,4324,15013.422331
-2755.889468,11692,15149.949705
-6264.995104,13480,15357.520859
