"date","hits.daily","hits.monthly","adjusted.hits.daily"
2020-06-09,70,13,9.1
2020-06-10,75,13,9.75
2020-06-11,77,13,10.01
2020-06-12,74,13,9.62
2020-06-13,68,13,8.84
2020-06-14,62,13,8.06
2020-06-15,76,13,9.88
2020-06-16,73,13,9.49
2020-06-17,72,13,9.36
2020-06-18,68,13,8.84
2020-06-19,61,13,7.93
2020-06-20,59,13,7.67
2020-06-21,58,13,7.54
2020-06-22,67,13,8.71
2020-06-23,65,13,8.45
2020-06-24,67,13,8.71
2020-06-25,64,13,8.32
2020-06-26,63,13,8.19
2020-06-27,65,13,8.45
2020-06-28,66,13,8.58
2020-06-29,63,13,8.19
2020-06-30,64,13,8.32
2020-07-01,51,14,7.14
2020-07-02,54,14,7.56
2020-07-03,47,14,6.58
2020-07-04,50,14,7
2020-07-05,47,14,6.58
2020-07-06,46,14,6.44
2020-07-07,52,14,7.28
2020-07-08,53,14,7.42
2020-07-09,51,14,7.14
2020-07-10,51,14,7.14
2020-07-11,42,14,5.88
2020-07-12,47,14,6.58
2020-07-13,51,14,7.14
2020-07-14,48,14,6.72
2020-07-15,57,14,7.98
2020-07-16,69,14,9.66
2020-07-17,52,14,7.28
2020-07-18,70,14,9.8
2020-07-19,51,14,7.14
2020-07-20,44,14,6.16
2020-07-21,49,14,6.86
2020-07-22,52,14,7.28
2020-07-23,57,14,7.98
2020-07-24,54,14,7.56
2020-07-25,56,14,7.84
2020-07-26,62,14,8.68
2020-07-27,94,14,13.16
2020-07-28,100,14,14
2020-07-29,82,14,11.48
2020-07-30,71,14,9.94
2020-07-31,75,14,10.5
2020-08-01,94,16,15.04
2020-08-02,100,16,16
2020-08-03,87,16,13.92
2020-08-04,82,16,13.12
2020-08-05,82,16,13.12
2020-08-06,86,16,13.76
2020-08-07,89,16,14.24
2020-08-08,75,16,12
2020-08-09,75,16,12
2020-08-10,82,16,13.12
2020-08-11,86,16,13.76
2020-08-12,73,16,11.68
2020-08-13,74,16,11.84
2020-08-14,80,16,12.8
2020-08-15,72,16,11.52
2020-08-16,70,16,11.2
2020-08-17,86,16,13.76
2020-08-18,80,16,12.8
2020-08-19,77,16,12.32
2020-08-20,69,16,11.04
2020-08-21,70,16,11.2
2020-08-22,68,16,10.88
2020-08-23,61,16,9.76
2020-08-24,63,16,10.08
2020-08-25,65,16,10.4
2020-08-26,63,16,10.08
2020-08-27,65,16,10.4
2020-08-28,61,16,9.76
2020-08-29,58,16,9.28
2020-08-30,55,16,8.8
2020-08-31,64,16,10.24
2020-09-01,76,13,9.88
2020-09-02,87,13,11.31
2020-09-03,87,13,11.31
2020-09-04,100,13,13
2020-09-05,80,13,10.4
2020-09-06,76,13,9.88
2020-09-07,78,13,10.14
2020-09-08,80,13,10.4
2020-09-09,78,13,10.14
2020-09-10,73,13,9.49
2020-09-11,73,13,9.49
2020-09-12,64,13,8.32
2020-09-13,71,13,9.23
2020-09-14,68,13,8.84
2020-09-15,74,13,9.62
2020-09-16,73,13,9.49
2020-09-17,73,13,9.49
2020-09-18,70,13,9.1
2020-09-19,60,13,7.8
2020-09-20,64,13,8.32
2020-09-21,73,13,9.49
2020-09-22,69,13,8.97
2020-09-23,67,13,8.71
2020-09-24,66,13,8.58
2020-09-25,60,13,7.8
2020-09-26,59,13,7.67
2020-09-27,58,13,7.54
2020-09-28,63,13,8.19
2020-09-29,63,13,8.19
2020-09-30,60,13,7.8
2020-10-01,51,13,6.63
2020-10-02,54,13,7.02
2020-10-03,47,13,6.11
2020-10-04,45,13,5.85
2020-10-05,51,13,6.63
2020-10-06,51,13,6.63
2020-10-07,48,13,6.24
2020-10-08,54,13,7.02
2020-10-09,57,13,7.41
2020-10-10,56,13,7.28
2020-10-11,56,13,7.28
2020-10-12,60,13,7.8
2020-10-13,58,13,7.54
2020-10-14,57,13,7.41
2020-10-15,55,13,7.15
2020-10-16,53,13,6.89
2020-10-17,47,13,6.11
2020-10-18,49,13,6.37
2020-10-19,60,13,7.8
2020-10-20,67,13,8.71
2020-10-21,99,13,12.87
2020-10-22,100,13,13
2020-10-23,86,13,11.18
2020-10-24,72,13,9.36
2020-10-25,75,13,9.75
2020-10-26,76,13,9.88
2020-10-27,87,13,11.31
2020-10-28,91,13,11.83
2020-10-29,78,13,10.14
2020-10-30,73,13,9.49
2020-10-31,78,13,10.14
2020-11-01,42,24,10.08
2020-11-02,42,24,10.08
2020-11-03,41,24,9.84
2020-11-04,40,24,9.6
2020-11-05,58,24,13.92
2020-11-06,66,24,15.84
2020-11-07,53,24,12.72
2020-11-08,47,24,11.28
2020-11-09,56,24,13.44
2020-11-10,46,24,11.04
2020-11-11,48,24,11.52
2020-11-12,53,24,12.72
2020-11-13,55,24,13.2
2020-11-14,50,24,12
2020-11-15,42,24,10.08
2020-11-16,56,24,13.44
2020-11-17,78,24,18.72
2020-11-18,92,24,22.08
2020-11-19,71,24,17.04
2020-11-20,79,24,18.96
2020-11-21,73,24,17.52
2020-11-22,69,24,16.56
2020-11-23,72,24,17.28
2020-11-24,97,24,23.28
2020-11-25,89,24,21.36
2020-11-26,100,24,24
2020-11-27,71,24,17.04
2020-11-28,63,24,15.12
2020-11-29,61,24,14.64
2020-11-30,84,24,20.16
2020-12-01,56,31,17.36
2020-12-02,43,31,13.33
2020-12-03,43,31,13.33
2020-12-04,40,31,12.4
2020-12-05,37,31,11.47
2020-12-06,34,31,10.54
2020-12-07,39,31,12.09
2020-12-08,39,31,12.09
2020-12-09,38,31,11.78
2020-12-10,32,31,9.92
2020-12-11,35,31,10.85
2020-12-12,31,31,9.61
2020-12-13,34,31,10.54
2020-12-14,36,31,11.16
2020-12-15,33,31,10.23
2020-12-16,62,31,19.22
2020-12-17,100,31,31
2020-12-18,70,31,21.7
2020-12-19,61,31,18.91
2020-12-20,60,31,18.6
2020-12-21,65,31,20.15
2020-12-22,57,31,17.67
2020-12-23,53,31,16.43
2020-12-24,47,31,14.57
2020-12-25,55,31,17.05
2020-12-26,74,31,22.94
2020-12-27,96,31,29.76
2020-12-28,80,31,24.8
2020-12-29,71,31,22.01
2020-12-30,81,31,25.11
2020-12-31,83,31,25.73
2021-01-01,40,64,25.6
2021-01-02,67,64,42.88
2021-01-03,78,64,49.92
2021-01-04,69,64,44.16
2021-01-05,56,64,35.84
2021-01-06,65,64,41.6
2021-01-07,94,64,60.16
2021-01-08,90,64,57.6
2021-01-09,70,64,44.8
2021-01-10,69,64,44.16
2021-01-11,100,64,64
2021-01-12,77,64,49.28
2021-01-13,67,64,42.88
2021-01-14,70,64,44.8
2021-01-15,61,64,39.04
2021-01-16,49,64,31.36
2021-01-17,46,64,29.44
2021-01-18,46,64,29.44
2021-01-19,42,64,26.88
2021-01-20,41,64,26.24
2021-01-21,50,64,32
2021-01-22,55,64,35.2
2021-01-23,41,64,26.24
2021-01-24,37,64,23.68
2021-01-25,39,64,24.96
2021-01-26,36,64,23.04
2021-01-27,40,64,25.6
2021-01-28,42,64,26.88
2021-01-29,67,64,42.88
2021-01-30,47,64,30.08
2021-01-31,39,64,24.96
2021-02-01,41,67,27.47
2021-02-02,37,67,24.79
2021-02-03,40,67,26.8
2021-02-04,40,67,26.8
2021-02-05,38,67,25.46
2021-02-06,42,67,28.14
2021-02-07,39,67,26.13
2021-02-08,84,67,56.28
2021-02-09,100,67,67
2021-02-10,66,67,44.22
2021-02-11,63,67,42.21
2021-02-12,58,67,38.86
2021-02-13,50,67,33.5
2021-02-14,56,67,37.52
2021-02-15,56,67,37.52
2021-02-16,64,67,42.88
2021-02-17,70,67,46.9
2021-02-18,65,67,43.55
2021-02-19,70,67,46.9
2021-02-20,79,67,52.93
2021-02-21,71,67,47.57
2021-02-22,77,67,51.59
2021-02-23,94,67,62.98
2021-02-24,72,67,48.24
2021-02-25,61,67,40.87
2021-02-26,62,67,41.54
2021-02-27,50,67,33.5
2021-02-28,54,67,36.18
2021-03-01,98,49,48.02
2021-03-02,86,49,42.14
2021-03-03,85,49,41.65
2021-03-04,81,49,39.69
2021-03-05,77,49,37.73
2021-03-06,66,49,32.34
2021-03-07,72,49,35.28
2021-03-08,75,49,36.75
2021-03-09,84,49,41.16
2021-03-10,88,49,43.12
2021-03-11,81,49,39.69
2021-03-12,81,49,39.69
2021-03-13,98,49,48.02
2021-03-14,100,49,49
2021-03-15,90,49,44.1
2021-03-16,84,49,41.16
2021-03-17,82,49,40.18
2021-03-18,82,49,40.18
2021-03-19,73,49,35.77
2021-03-20,67,49,32.83
2021-03-21,68,49,33.32
2021-03-22,71,49,34.79
2021-03-23,72,49,35.28
2021-03-24,82,49,40.18
2021-03-25,87,49,42.63
2021-03-26,74,49,36.26
2021-03-27,67,49,32.83
2021-03-28,64,49,31.36
2021-03-29,71,49,34.79
2021-03-30,75,49,36.75
2021-03-31,74,49,36.26
2021-04-01,59,51,30.09
2021-04-02,52,51,26.52
2021-04-03,49,51,24.99
2021-04-04,46,51,23.46
2021-04-05,50,51,25.5
2021-04-06,49,51,24.99
2021-04-07,49,51,24.99
2021-04-08,47,51,23.97
2021-04-09,43,51,21.93
2021-04-10,50,51,25.5
2021-04-11,46,51,23.46
2021-04-12,49,51,24.99
2021-04-13,66,51,33.66
2021-04-14,74,51,37.74
2021-04-15,63,51,32.13
2021-04-16,68,51,34.68
2021-04-17,58,51,29.58
2021-04-18,93,51,47.43
2021-04-19,80,51,40.8
2021-04-20,71,51,36.21
2021-04-21,58,51,29.58
2021-04-22,66,51,33.66
2021-04-23,100,51,51
2021-04-24,74,51,37.74
2021-04-25,65,51,33.15
2021-04-26,67,51,34.17
2021-04-27,63,51,32.13
2021-04-28,57,51,29.07
2021-04-29,50,51,25.5
2021-04-30,51,51,26.01
2021-05-01,29,65,18.85
2021-05-02,25,65,16.25
2021-05-03,28,65,18.2
2021-05-04,32,65,20.8
2021-05-05,30,65,19.5
2021-05-06,29,65,18.85
2021-05-07,27,65,17.55
2021-05-08,28,65,18.2
2021-05-09,30,65,19.5
2021-05-10,30,65,19.5
2021-05-11,29,65,18.85
2021-05-12,31,65,20.15
2021-05-13,72,65,46.8
2021-05-14,46,65,29.9
2021-05-15,35,65,22.75
2021-05-16,40,65,26
2021-05-17,53,65,34.45
2021-05-18,42,65,27.3
2021-05-19,100,65,65
2021-05-20,78,65,50.7
2021-05-21,62,65,40.3
2021-05-22,53,65,34.45
2021-05-23,62,65,40.3
2021-05-24,61,65,39.65
2021-05-25,46,65,29.9
2021-05-26,42,65,27.3
2021-05-27,38,65,24.7
2021-05-28,38,65,24.7
2021-05-29,36,65,23.4
2021-05-30,35,65,22.75
2021-05-31,33,65,21.45
2021-06-01,73,47,34.31
2021-06-02,73,47,34.31
2021-06-03,71,47,33.37
2021-06-04,79,47,37.13
2021-06-05,69,47,32.43
2021-06-06,74,47,34.78
2021-06-07,70,47,32.9
2021-06-08,93,47,43.71
2021-06-09,88,47,41.36
2021-06-10,79,47,37.13
2021-06-11,64,47,30.08
2021-06-12,57,47,26.79
2021-06-13,58,47,27.26
2021-06-14,74,47,34.78
2021-06-15,61,47,28.67
2021-06-16,57,47,26.79
2021-06-17,54,47,25.38
2021-06-18,55,47,25.85
2021-06-19,47,47,22.09
2021-06-20,52,47,24.44
2021-06-21,77,47,36.19
2021-06-22,100,47,47
2021-06-23,74,47,34.78
2021-06-24,63,47,29.61
2021-06-25,63,47,29.61
2021-06-26,57,47,26.79
2021-06-27,56,47,26.32
2021-06-28,59,47,27.73
2021-06-29,58,47,27.26
2021-06-30,52,47,24.44
2021-07-01,66,31,20.46
2021-07-02,62,31,19.22
2021-07-03,62,31,19.22
2021-07-04,60,31,18.6
2021-07-05,62,31,19.22
2021-07-06,61,31,18.91
2021-07-07,57,31,17.67
2021-07-08,62,31,19.22
2021-07-09,61,31,18.91
2021-07-10,52,31,16.12
2021-07-11,50,31,15.5
2021-07-12,56,31,17.36
2021-07-13,57,31,17.67
2021-07-14,57,31,17.67
2021-07-15,56,31,17.36
2021-07-16,60,31,18.6
2021-07-17,55,31,17.05
2021-07-18,53,31,16.43
2021-07-19,63,31,19.53
2021-07-20,76,31,23.56
2021-07-21,76,31,23.56
2021-07-22,65,31,20.15
2021-07-23,58,31,17.98
2021-07-24,58,31,17.98
2021-07-25,61,31,18.91
2021-07-26,100,31,31
2021-07-27,78,31,24.18
2021-07-28,76,31,23.56
2021-07-29,67,31,20.77
2021-07-30,61,31,18.91
2021-07-31,65,31,20.15
2021-08-01,82,33,27.06
2021-08-02,78,33,25.74
2021-08-03,75,33,24.75
2021-08-04,75,33,24.75
2021-08-05,73,33,24.09
2021-08-06,83,33,27.39
2021-08-07,87,33,28.71
2021-08-08,88,33,29.04
2021-08-09,100,33,33
2021-08-10,93,33,30.69
2021-08-11,99,33,32.67
2021-08-12,91,33,30.03
2021-08-13,88,33,29.04
2021-08-14,82,33,27.06
2021-08-15,80,33,26.4
2021-08-16,86,33,28.38
2021-08-17,78,33,25.74
2021-08-18,78,33,25.74
2021-08-19,75,33,24.75
2021-08-20,85,33,28.05
2021-08-21,82,33,27.06
2021-08-22,78,33,25.74
2021-08-23,98,33,32.34
2021-08-24,90,33,29.7
2021-08-25,82,33,27.06
2021-08-26,81,33,26.73
2021-08-27,74,33,24.42
2021-08-28,67,33,22.11
2021-08-29,67,33,22.11
2021-08-30,70,33,23.1
2021-08-31,71,33,23.43
2021-09-01,53,31,16.43
2021-09-02,58,31,17.98
2021-09-03,56,31,17.36
2021-09-04,51,31,15.81
2021-09-05,52,31,16.12
2021-09-06,62,31,19.22
2021-09-07,100,31,31
2021-09-08,96,31,29.76
2021-09-09,70,31,21.7
2021-09-10,61,31,18.91
2021-09-11,56,31,17.36
2021-09-12,56,31,17.36
2021-09-13,60,31,18.6
2021-09-14,55,31,17.05
2021-09-15,57,31,17.67
2021-09-16,53,31,16.43
2021-09-17,51,31,15.81
2021-09-18,48,31,14.88
2021-09-19,48,31,14.88
2021-09-20,70,31,21.7
2021-09-21,73,31,22.63
2021-09-22,64,31,19.84
2021-09-23,60,31,18.6
2021-09-24,79,31,24.49
2021-09-25,61,31,18.91
2021-09-26,53,31,16.43
2021-09-27,57,31,17.67
2021-09-28,53,31,16.43
2021-09-29,53,31,16.43
2021-09-30,52,31,16.12
2021-10-01,58,34,19.72
2021-10-02,51,34,17.34
2021-10-03,47,34,15.98
2021-10-04,55,34,18.7
2021-10-05,56,34,19.04
2021-10-06,71,34,24.14
2021-10-07,61,34,20.74
2021-10-08,56,34,19.04
2021-10-09,50,34,17
2021-10-10,48,34,16.32
2021-10-11,63,34,21.42
2021-10-12,58,34,19.72
2021-10-13,52,34,17.68
2021-10-14,58,34,19.72
2021-10-15,82,34,27.88
2021-10-16,67,34,22.78
2021-10-17,58,34,19.72
2021-10-18,68,34,23.12
2021-10-19,78,34,26.52
2021-10-20,100,34,34
2021-10-21,90,34,30.6
2021-10-22,76,34,25.84
2021-10-23,60,34,20.4
2021-10-24,55,34,18.7
2021-10-25,63,34,21.42
2021-10-26,66,34,22.44
2021-10-27,70,34,23.8
2021-10-28,65,34,22.1
2021-10-29,57,34,19.38
2021-10-30,50,34,17
2021-10-31,49,34,16.66
2021-11-01,71,31,22.01
2021-11-02,75,31,23.25
2021-11-03,71,31,22.01
2021-11-04,72,31,22.32
2021-11-05,66,31,20.46
2021-11-06,60,31,18.6
2021-11-07,62,31,19.22
2021-11-08,87,31,26.97
2021-11-09,100,31,31
2021-11-10,91,31,28.21
2021-11-11,78,31,24.18
2021-11-12,79,31,24.49
2021-11-13,72,31,22.32
2021-11-14,71,31,22.01
2021-11-15,73,31,22.63
2021-11-16,94,31,29.14
2021-11-17,85,31,26.35
2021-11-18,89,31,27.59
2021-11-19,86,31,26.66
2021-11-20,71,31,22.01
2021-11-21,65,31,20.15
2021-11-22,73,31,22.63
2021-11-23,84,31,26.04
2021-11-24,80,31,24.8
2021-11-25,71,31,22.01
2021-11-26,92,31,28.52
2021-11-27,74,31,22.94
2021-11-28,72,31,22.32
2021-11-29,75,31,23.25
2021-11-30,77,31,23.87
2021-12-01,45,31,13.95
2021-12-02,41,31,12.71
2021-12-03,44,31,13.64
2021-12-04,100,31,31
2021-12-05,68,31,21.08
2021-12-06,67,31,20.77
2021-12-07,59,31,18.29
2021-12-08,52,31,16.12
2021-12-09,50,31,15.5
2021-12-10,51,31,15.81
2021-12-11,44,31,13.64
2021-12-12,44,31,13.64
2021-12-13,51,31,15.81
2021-12-14,55,31,17.05
2021-12-15,54,31,16.74
2021-12-16,48,31,14.88
2021-12-17,47,31,14.57
2021-12-18,44,31,13.64
2021-12-19,39,31,12.09
2021-12-20,48,31,14.88
2021-12-21,46,31,14.26
2021-12-22,44,31,13.64
2021-12-23,44,31,13.64
2021-12-24,46,31,14.26
2021-12-25,40,31,12.4
2021-12-26,41,31,12.71
2021-12-27,43,31,13.33
2021-12-28,46,31,14.26
2021-12-29,44,31,13.64
2021-12-30,45,31,13.95
2021-12-31,39,31,12.09
