#{"t_start": 1651825520.1125574, "env_id": null}
r,l,t
28348.5,19968,140.528504
6505.5,3549,154.878834
9526.5,5001,172.091217
21133.5,10994,215.103976
40568.0,20729,379.036342
34380.0,17398,446.161499
33468.5,16917,514.11912
41802.5,21427,707.270422
21219.5,10668,747.051491
17818.0,8923,783.322386
8702,4369,798.833366
37498.0,18981,978.04825
45414.0,22799,1073.238193
6998.0,3533,1086.879825
54203.5,27474,1318.475867
36984.5,18499,1393.496564
6386.5,3205,1405.871613
33890.0,17801,1615.374369
8908.0,4475,1630.819513
56189.5,28234,1754.047222
44272.0,22182,1932.542278
30666.0,15399,1995.4627
27897.0,13975,2049.864163
14112.5,7069,2073.640785
24093.5,12575,2243.230693
5727.5,3125,2255.563601
25413.0,12754,2304.279366
19955.0,9988,2342.903096
33698.0,16870,2412.142441
38275.5,19265,2576.962623
15894.5,8067,2608.161634
29491.0,14799,2664.550147
52944.5,26503,2868.846894
43882.0,21968,2960.421
460.5,279,2961.393037
17710.0,8876,2995.201986
13130,6574,3103.758936
10330.5,5180,3123.766907
28631.5,14321,3178.244585
24672.0,13452,3229.554807
20194.0,21998,3466.731632
30619.0,21851,3559.699585
31128.5,20020,3776.725668
5325.5,3065,3789.812362
39235.0,23557,3889.369089
47285.5,23915,4107.916557
38095.5,19055,4185.133484
16323.0,8167,4215.308324
23978.5,11998,4261.515289
9268.0,4670,4281.364287
49863.5,25054,4489.197332
46276.0,23334,4587.655506
14705.0,7362,4747.532836
55051.5,27574,4866.93106
8510.5,4259,4882.681465
44594.0,22346,5064.495966
52819.5,26479,5178.762127
4105,2058,5186.499464
26573.0,13330,5238.616299
58432.0,29241,5522.467807
27127.0,13614,5576.416448
16036.0,8027,5607.101532
50582,25303,5811.773056
24215.0,12117,5858.272087
53932.5,27004,6181.194028
54022.0,27089,6297.170712
