#{"t_start": 1651911575.9979985, "env_id": null}
r,l,t
-3833.914449,19968,115.663065
-269.644135,6580,148.910686
-173.390289,8638,194.770624
-86.422637,10110,243.039636
-36.790262,9537,373.979897
-17.6055,8930,423.487798
-6.102607,4026,448.146342
-15.47264,15471,529.324963
-6.426642,24550,764.28042
0.875168,15687,844.95322
-2.149872,27474,1095.304116
0.252698,4030,1118.595546
-2.076668,15190,1220.331936
-3.605694,24852,1379.592593
1.304821,9378,1469.54785
-0.720099,25484,1639.05761
-0.253059,15577,1729.051994
0.509516,26255,1961.485754
1.186162,11950,2040.316931
-0.827316,553,2041.946813
-4.057617,28053,2295.046307
-0.278371,21968,2442.15466
-0.23812,23981,2657.823808
1.03313,26105,2828.286906
0.110185,4959,2856.536421
0.81215,5334,2881.220248
-1.157505,3771,2901.29918
-0.590407,21992,3130.170408
0.256054,26922,3307.437243
-0.479717,8167,3433.170854
-0.975906,17336,3529.496094
-0.160526,20504,3661.234222
