#{"t_start": 1652859822.996541, "env_id": null}
r,l,t
-33.37476,721,7.226972
-1.211019,721,10.701882
0.743814,721,14.071223
-0.546613,721,18.069057
0.008847,721,21.676709
-1.11761,721,25.388372
0.094755,721,37.789226
-0.213935,721,40.989413
0.106095,721,44.734544
-0.280317,721,48.227906
0.051954,721,51.617241
0.216533,721,55.597999
-0.313392,721,59.489229
-0.835502,721,71.703293
-0.103038,721,74.94178
-0.001459,721,78.701308
0.144912,721,82.997777
-0.341437,721,86.24112
0.02348,721,89.684361
0.457875,721,93.583233
-0.586193,721,105.44465
-0.239787,721,108.564756
0.436049,721,111.986973
0.103959,721,115.676476
-0.097795,721,118.970854
-0.171091,721,122.469824
0.040156,721,125.944954
-0.009001,721,137.795556
0.108433,721,140.816456
-0.031496,721,144.082649
-0.082389,721,147.361554
0.036626,721,150.735765
0.14061,721,154.249001
-0.218925,721,157.967734
-0.091479,721,171.229687
-1.520585,721,174.764766
0.131081,721,178.018224
-0.043409,721,181.477746
0.018895,721,185.056859
0.481222,721,188.587922
0.044393,721,191.778229
0.225035,721,204.398032
0.245872,721,207.795594
0.115251,721,211.902949
-0.051335,721,215.93364
0.128524,721,219.644295
0.022795,721,223.020797
-0.304381,721,226.808522
0.031033,721,239.269246
-0.404624,721,242.660989
-0.895922,721,246.115003
-0.315038,721,249.540099
0.220069,721,253.019178
0.023857,721,256.449716
-0.496554,721,260.104337
-0.2713,721,272.729606
0.30574,721,276.164581
0.000804,721,279.696281
-0.169334,721,282.95345
-0.260011,721,286.427287
0.026954,721,289.996471
0.42906,721,293.34576
0.178799,721,306.274647
-0.362594,721,309.753241
-0.34746,721,312.927938
0.228427,721,316.496366
-0.273448,721,319.900611
-0.065945,721,323.191827
-0.178162,721,326.508826
-0.146113,721,338.926637
-0.960134,721,342.734159
0.05616,721,346.208833
-0.104483,721,349.9447
-0.268478,721,353.366638
0.041044,721,356.502851
-0.187311,721,359.850013
-0.012214,721,372.137283
0.176537,721,375.746683
-0.024171,721,379.06792
-0.310512,721,383.051105
-0.178123,721,386.355647
-0.315862,721,389.662332
-0.18135,721,392.818149
0.010828,721,404.991827
0.252757,721,408.24829
-0.005417,721,411.588143
-0.04844,721,415.804896
0.505172,721,419.270572
-0.213546,721,422.690201
-0.199641,721,426.174109
0.031938,721,438.185404
0.076006,721,441.430578
0.235177,721,445.284882
-0.149461,721,449.019456
-0.141767,721,452.44753
-0.327403,721,455.780082
-0.211526,721,459.270576
-0.16882,721,471.498923
-0.270112,721,474.73232
0.0009,721,477.992808
0.336304,721,481.567648
-0.12273,721,485.06854
-0.088226,721,488.754614
0.350026,721,492.056523
0.026243,721,504.473534
-0.216817,721,507.8121
0.028364,721,511.518695
0.006734,721,514.887197
-0.07393,721,518.359727
-0.1819,721,521.658996
-0.070792,721,534.598725
-0.459538,721,537.905676
-0.20456,721,541.400956
0.129438,721,544.938233
0.040852,721,548.502953
0.019941,721,552.110883
-0.455935,721,555.771294
0.111739,721,567.381459
0.199995,721,571.018357
0.062785,721,574.29985
-0.0865,721,577.787632
-0.111803,721,581.102289
-0.284834,721,584.613691
-0.268904,721,587.95985
-0.202226,721,600.646962
-0.044633,721,604.46641
-0.618961,721,607.987788
0.609259,721,611.454988
0.018108,721,614.825408
-0.079124,721,618.201208
0.226285,721,621.366851
-0.04782,721,633.419025
0.236566,721,636.844157
-0.093127,721,640.121861
-0.102544,721,643.739115
0.121767,721,647.378579
-0.46583,721,650.777603
0.03692,721,654.215065
-0.062929,721,666.440408
-0.24645,721,669.916934
-0.14689,721,673.256244
-0.576733,721,676.862164
-0.375593,721,680.412172
0.020681,721,684.08708
0.02675,721,687.425087
-0.283575,721,699.92148
-0.121892,721,703.399168
-0.211506,721,706.901807
0.126293,721,710.539392
-0.337005,721,713.994819
0.094153,721,717.516908
0.020203,721,720.836574
0.074423,721,732.953253
