#{"t_start": 1651854812.320548, "env_id": null}
r,l,t
-4318.512562,19968,90.213471
-195.450532,3549,103.843969
-243.634516,5001,121.838499
-284.1744,10994,166.183488
-205.339647,20729,332.881458
-42.012994,17398,401.384419
-24.49782,16917,470.794829
-13.295491,21427,663.940258
-7.108092,10668,703.682794
-4.391926,8923,739.296674
-0.405472,4369,754.840846
-4.510319,18981,934.36616
-2.806852,22799,1029.136525
-0.824585,3533,1042.41315
-3.074284,27474,1271.500506
-24.269766,18499,1344.444448
-0.014585,3205,1356.712517
-18.455532,17801,1566.666982
-0.059891,4475,1582.413636
-31.801267,28234,1705.146885
-27.38108,22182,1889.798697
0.112845,15399,1952.974422
-13.455761,13975,2007.958358
-5.683314,7069,2032.598708
-20.596125,12575,2203.881428
0.13121,3125,2216.291503
-0.103088,12754,2266.411021
-74.610802,9988,2304.899841
-193.077695,16870,2372.258485
-49.877631,19265,2537.457064
-32.213488,8067,2568.115695
-12.276244,14799,2626.206926
-1.472363,26503,2824.452111
0.510685,21968,2913.822092
-0.96286,279,2914.890314
-5.728779,8876,2946.908752
-7.061319,6574,3056.553478
-5.561455,5180,3076.350069
-12.84226,14321,3132.372656
-25.504861,13452,3181.965646
-3.133664,21998,3416.767049
-16.913095,21851,3506.322624
-6.802527,20020,3721.41103
1.071063,3065,3733.719742
-0.115872,23557,3830.751452
-0.444191,23915,4047.608828
-5.903773,19055,4126.367565
0.502193,8167,4155.34352
-3.715609,11998,4200.836354
-0.48907,4670,4219.421695
1.242907,25054,4428.379057
-52.898302,23334,4524.534569
-7.995642,7362,4686.61501
-21.087159,27574,4804.673717
-0.275735,4259,4819.426037
-44.533884,22346,5006.913544
-54.922051,26479,5119.565603
0.278185,2058,5127.827437
-11.216217,13330,5180.231388
-2.693019,29241,5460.446363
-2.941529,13614,5515.540338
0.551444,8027,5545.730853
-0.72013,25303,5744.105398
-4.145449,12117,5788.939525
-3.151593,27004,6106.245556
-3.921035,27089,6222.19219
