Date_time,original_price,buy,sell,trade_type
03.01.2021,32741.67,,,hold
03.01.2021,32573.87,,,hold
03.01.2021,33192.53,,,hold
03.01.2021,33758.67,,,hold
03.01.2021,33967.13,,,hold
03.01.2021,34452.34,,,hold
03.01.2021,34367.68,,,hold
03.01.2021,34190.55,,,hold
03.01.2021,33877.96,,,hold
03.01.2021,34413.53,,,hold
03.01.2021,34103.72,,,hold
03.01.2021,33880,,,hold
03.01.2021,33811.54,,,hold
03.01.2021,33506.62,,,hold
03.01.2021,32676.74,,,hold
03.01.2021,32909.27,,,hold
03.01.2021,32769.76,,,hold
03.01.2021,32772.21,,,hold
03.01.2021,33726.21,,,hold
03.01.2021,33558.34,,,hold
03.01.2021,33119.14,,,hold
03.01.2021,33000.05,,,hold
04.01.2021,32843.88,,,hold
04.01.2021,33191.04,,,hold
04.01.2021,33454.22,,,hold
04.01.2021,33505.16,,,hold
04.01.2021,33257.55,,,hold
04.01.2021,32813.01,,,hold
04.01.2021,33100.02,,,hold
04.01.2021,32068.84,,,hold
04.01.2021,32045.14,,,hold
04.01.2021,31038.63,,,hold
04.01.2021,30270.76,,,hold
04.01.2021,30743.06,,,hold
04.01.2021,31219.02,,,hold
04.01.2021,31400,,,hold
04.01.2021,32113.68,,,hold
04.01.2021,31745.72,,,hold
04.01.2021,31320.31,,,hold
04.01.2021,31024.17,,,hold
04.01.2021,31165.16,,,hold
04.01.2021,31665.51,,,hold
04.01.2021,31244.97,,,hold
04.01.2021,31014.27,,,hold
04.01.2021,31332.05,,,hold
04.01.2021,31988.71,,,hold
05.01.2021,32430.49,,,hold
05.01.2021,32786.06,,,hold
05.01.2021,32306.64,,,hold
05.01.2021,31200,,,hold
05.01.2021,30858.98,,,hold
05.01.2021,30436.25,,,hold
05.01.2021,31123.25,,,hold
05.01.2021,30817.77,,,hold
05.01.2021,31192.09,,,hold
05.01.2021,31569.63,,,hold
05.01.2021,31345.77,,,hold
05.01.2021,31776.66,,,hold
05.01.2021,31585.01,,,hold
05.01.2021,31460.01,,,hold
05.01.2021,32342.33,,,hold
05.01.2021,32099.98,,,hold
05.01.2021,32469.9,32469.9,,buy
05.01.2021,32742.73,,,hold
05.01.2021,33372.84,,,hold
05.01.2021,33697.75,,,hold
05.01.2021,33969.17,,,hold
05.01.2021,33699.63,,,hold
05.01.2021,34183.42,,,hold
05.01.2021,33949.53,,,hold
06.01.2021,33918.01,,,hold
06.01.2021,33811.28,,,hold
06.01.2021,33873.3,,,hold
06.01.2021,34117.59,,,hold
06.01.2021,35325.91,,,hold
06.01.2021,34978.91,,,hold
06.01.2021,35125.51,,,hold
06.01.2021,34676.4,,,hold
06.01.2021,34594.28,,,hold
06.01.2021,33919.5,,,hold
06.01.2021,34417.36,,,hold
06.01.2021,34918.53,,,hold
06.01.2021,34929.87,,,hold
06.01.2021,34550,,,hold
06.01.2021,34213.46,,,hold
06.01.2021,34566.19,,,hold
06.01.2021,34612.41,,,hold
06.01.2021,34898.52,,,hold
06.01.2021,35215.75,,,hold
06.01.2021,34816.72,,,hold
06.01.2021,36015.88,,,hold
06.01.2021,35874.16,,,hold
06.01.2021,35989.63,,,hold
06.01.2021,36769.36,,,hold
07.01.2021,37150.66,,,hold
07.01.2021,36871.47,,,hold
07.01.2021,36962.37,,,hold
07.01.2021,37454.48,,,hold
07.01.2021,37450.95,,,hold
07.01.2021,37347.2,,,hold
07.01.2021,37130.84,,,hold
07.01.2021,36859.85,,,hold
07.01.2021,37217.55,,,hold
07.01.2021,37492.69,,,hold
07.01.2021,37045.45,,,hold
07.01.2021,37822.09,,,hold
07.01.2021,37941.36,,,hold
07.01.2021,38161.6,,,hold
07.01.2021,38453.97,,,hold
07.01.2021,38970.42,,,hold
07.01.2021,39120.01,,,hold
07.01.2021,39732.92,,,hold
07.01.2021,38948.48,,,hold
07.01.2021,39062,,,hold
07.01.2021,39109.38,,,hold
07.01.2021,39687.11,,,hold
07.01.2021,39665.92,,,hold
07.01.2021,39432.28,,,hold
08.01.2021,38793.23,,,hold
08.01.2021,38681.37,,,hold
08.01.2021,37181.74,,,hold
08.01.2021,38347.1,,,hold
08.01.2021,38668.92,,,hold
08.01.2021,37975.25,,,hold
08.01.2021,38537.94,,,hold
08.01.2021,38930.55,,,hold
08.01.2021,38648.95,,,hold
08.01.2021,39358.34,,,hold
08.01.2021,40721.45,,,hold
08.01.2021,41286.67,,,hold
08.01.2021,41316.91,,,hold
08.01.2021,41311.18,,,hold
08.01.2021,41454.13,,,hold
08.01.2021,40829.08,,,hold
08.01.2021,41303.42,,,hold
08.01.2021,41009.07,,,hold
08.01.2021,39920.39,,,hold
08.01.2021,40365.09,,,hold
08.01.2021,39059.15,,,hold
08.01.2021,40075.82,,,hold
08.01.2021,40674.45,,,hold
08.01.2021,40582.81,,,hold
09.01.2021,40283.56,,,hold
09.01.2021,40198.56,,,hold
09.01.2021,39973,,,hold
09.01.2021,40211.59,,,hold
09.01.2021,40206.44,,,hold
09.01.2021,39295.37,,,hold
09.01.2021,38984.86,,,hold
09.01.2021,39638.61,,,hold
09.01.2021,40172.14,,,hold
09.01.2021,40348.35,,,hold
09.01.2021,40376.03,,,hold
09.01.2021,40565.77,,,hold
09.01.2021,40874.99,,,hold
09.01.2021,41051.65,,,hold
09.01.2021,40819.01,,,hold
09.01.2021,40525.15,,,hold
09.01.2021,39995.1,,,hold
09.01.2021,40421.4,,,hold
09.01.2021,40650.01,,,hold
09.01.2021,40665.91,,,hold
09.01.2021,40606.22,,,hold
09.01.2021,40718.8,,,hold
09.01.2021,40281.09,,,hold
09.01.2021,40088.22,,,hold
10.01.2021,40581.48,,,hold
10.01.2021,41141.56,,,hold
10.01.2021,40945.28,,,hold
10.01.2021,40316.64,,,hold
10.01.2021,40342.46,,,hold
10.01.2021,40451.84,,,hold
10.01.2021,40904.5,,,hold
10.01.2021,40978.57,,,hold
10.01.2021,40798.29,,,hold
10.01.2021,40768.48,,,hold
10.01.2021,40429.2,,,hold
10.01.2021,39181.76,,,hold
10.01.2021,39538.57,,,hold
10.01.2021,39800.9,,,hold
10.01.2021,39431.59,,,hold
10.01.2021,39671.81,,,hold
10.01.2021,39234.29,,,hold
10.01.2021,38571.86,,,hold
10.01.2021,38109.68,,,hold
10.01.2021,37456.77,,,hold
10.01.2021,37718.88,,,hold
10.01.2021,38055.3,,,hold
10.01.2021,38428.23,,,hold
10.01.2021,38150.02,,,hold
11.01.2021,37192.1,,,hold
11.01.2021,37237.66,,,hold
11.01.2021,36363.94,,,hold
11.01.2021,35438.23,,,hold
11.01.2021,35544,,,hold
11.01.2021,34904.73,,,hold
11.01.2021,32872.63,,,hold
11.01.2021,34375.34,,,hold
11.01.2021,35430,,,hold
11.01.2021,35765.98,,,hold
11.01.2021,35367.6,,,hold
11.01.2021,34198.56,,,hold
11.01.2021,34275.64,,,hold
11.01.2021,32813.71,,,hold
11.01.2021,33299.12,,,hold
11.01.2021,31580,,,hold
11.01.2021,31777.19,,,hold
11.01.2021,32839.87,,,hold
11.01.2021,32562.1,,,hold
11.01.2021,32254.62,,,hold
11.01.2021,33409.8,,,hold
11.01.2021,33968.09,,,hold
11.01.2021,34359.07,,,hold
11.01.2021,35404.47,,,hold
12.01.2021,34929.98,,,hold
12.01.2021,34289.3,,,hold
12.01.2021,34399.99,,,hold
12.01.2021,34984.96,,,hold
12.01.2021,35287.67,,,hold
12.01.2021,35882.68,,,hold
12.01.2021,35993.93,,,hold
12.01.2021,36413.6,,,hold
12.01.2021,35773.24,,,hold
12.01.2021,35925.76,,,hold
12.01.2021,35085.77,,,hold
12.01.2021,35410.99,,,hold
12.01.2021,35014.75,,,hold
12.01.2021,33291.06,,,hold
12.01.2021,33426.47,,,hold
12.01.2021,33829.4,,,hold
12.01.2021,34998.9,,,hold
12.01.2021,35012.53,,,hold
12.01.2021,35040.78,,,hold
12.01.2021,34685.11,,,hold
12.01.2021,34287.95,,,hold
12.01.2021,34719.03,,,hold
12.01.2021,33743.18,,,hold
12.01.2021,34051.24,,,hold
13.01.2021,32526.5,,,hold
13.01.2021,33124.06,,,hold
13.01.2021,33035.21,,,hold
13.01.2021,33818.5,,,hold
13.01.2021,33183.88,,,hold
13.01.2021,33321.75,,,hold
13.01.2021,33780.68,,,hold
13.01.2021,34986.9,,,hold
13.01.2021,34519.19,,,hold
13.01.2021,34343.62,,,hold
13.01.2021,34923,,,hold
13.01.2021,34385.48,,,hold
13.01.2021,34266.52,,,hold
13.01.2021,34575.5,,,hold
13.01.2021,34260.7,,,hold
13.01.2021,34673.9,,,hold
13.01.2021,34783.14,,,hold
13.01.2021,34821.48,,,hold
13.01.2021,35719.36,,,hold
13.01.2021,36002.25,,,hold
13.01.2021,36222.07,,,hold
13.01.2021,37299.49,,,hold
13.01.2021,37203.87,,,hold
13.01.2021,37371.38,,,hold
14.01.2021,37762.76,,,hold
14.01.2021,37451.13,,,hold
14.01.2021,37439.51,,,hold
14.01.2021,37045.13,,,hold
14.01.2021,37504,,,hold
14.01.2021,37529.11,,,hold
14.01.2021,37837.21,,,hold
14.01.2021,38198.34,,,hold
14.01.2021,38370.01,,,hold
14.01.2021,37938.11,,,hold
14.01.2021,38487.37,,,hold
14.01.2021,38365.86,,,hold
14.01.2021,38257.96,,,hold
14.01.2021,38977.66,,,hold
14.01.2021,39577.53,,,hold
14.01.2021,39546.01,,,hold
14.01.2021,39286.44,,,hold
14.01.2021,39429.81,,,hold
14.01.2021,39344.79,,,hold
14.01.2021,39876.98,,,hold
14.01.2021,39312.86,,,hold
14.01.2021,38780.47,,,hold
14.01.2021,38988.62,,,hold
14.01.2021,39144.5,,,hold
15.01.2021,39452.89,,,hold
15.01.2021,39175.74,,,hold
15.01.2021,39267.76,,,hold
15.01.2021,38700,,,hold
15.01.2021,38425.83,,,hold
15.01.2021,37808.9,,,hold
15.01.2021,38043.27,,,hold
15.01.2021,38473.08,,,hold
15.01.2021,38280.2,,,hold
15.01.2021,38679.36,,,hold
15.01.2021,38441.89,,,hold
15.01.2021,38108.88,,,hold
15.01.2021,37770.63,,,hold
15.01.2021,37683.94,,,hold
15.01.2021,36939.49,,,hold
15.01.2021,35610.72,,,hold
15.01.2021,36151.09,,,hold
15.01.2021,35947.31,,,hold
15.01.2021,35421.55,,,hold
15.01.2021,35217.26,,,hold
15.01.2021,35605.7,,,hold
15.01.2021,36234.05,,,hold
15.01.2021,36600,,,hold
15.01.2021,36742.22,,,hold
16.01.2021,37159.51,,,hold
16.01.2021,37005.86,,,hold
16.01.2021,36224.51,,,hold
16.01.2021,36532.92,,,hold
16.01.2021,36574.54,,,hold
16.01.2021,35854.37,,,hold
16.01.2021,36112.42,,,hold
16.01.2021,36574.86,,,hold
16.01.2021,37464.3,,,hold
16.01.2021,37448.77,,,hold
16.01.2021,37410.66,,,hold
16.01.2021,37680,,,hold
16.01.2021,37357.15,,,hold
16.01.2021,37143.51,,,hold
16.01.2021,37232.19,,,hold
16.01.2021,37461.99,,,hold
16.01.2021,37231.41,,,hold
16.01.2021,36860.97,,,hold
16.01.2021,36484.95,,,hold
16.01.2021,36376.39,,,hold
16.01.2021,36711.16,,,hold
16.01.2021,35924.44,,,hold
16.01.2021,36121.12,,,hold
16.01.2021,35994.98,,,hold
17.01.2021,36396.42,,,hold
17.01.2021,36715.63,,,hold
17.01.2021,36419.68,,,hold
17.01.2021,36177,,,hold
17.01.2021,35847.46,,,hold
17.01.2021,35547.13,,,hold
17.01.2021,35390.8,,,hold
17.01.2021,34760.9,,,hold
17.01.2021,34732.83,,,hold
17.01.2021,34176.77,,,hold
17.01.2021,34818,,,hold
17.01.2021,35267.17,,,hold
17.01.2021,35124.69,,,hold
17.01.2021,34841.83,,,hold
17.01.2021,34750.02,,,hold
17.01.2021,35728.47,,,hold
17.01.2021,35910.07,,,hold
17.01.2021,35837.22,,,hold
17.01.2021,35678.67,,,hold
17.01.2021,35633.91,,,hold
17.01.2021,36072.99,,,hold
17.01.2021,36542.96,,,hold
17.01.2021,36181.16,,,hold
17.01.2021,35828.61,,,hold
18.01.2021,35964.2,,,hold
18.01.2021,36125.44,,,hold
18.01.2021,35764.66,,,hold
18.01.2021,35106.25,,,hold
18.01.2021,35132.11,,,hold
18.01.2021,35344.5,,,hold
18.01.2021,35195.45,,,hold
18.01.2021,36104.61,,,hold
18.01.2021,36233.19,,,hold
18.01.2021,36574.61,,,hold
18.01.2021,36216.63,,,hold
18.01.2021,36442.08,,,hold
18.01.2021,36981.4,,,hold
18.01.2021,36766.78,,,hold
18.01.2021,36449.71,,,hold
18.01.2021,36405.98,,,hold
18.01.2021,36184.31,,,hold
18.01.2021,35675.28,,,hold
18.01.2021,35755.62,,,hold
18.01.2021,35956.14,,,hold
18.01.2021,36102.79,,,hold
18.01.2021,36198.01,,,hold
18.01.2021,36470.06,,,hold
18.01.2021,36631.27,,,hold
19.01.2021,36676.89,,,hold
19.01.2021,36922.44,,,hold
19.01.2021,36804.11,,,hold
19.01.2021,36465.3,,,hold
19.01.2021,36284.71,,,hold
19.01.2021,36251.18,,,hold
19.01.2021,36599.55,,,hold
19.01.2021,37168.82,,,hold
19.01.2021,37197.72,,,hold
19.01.2021,37040.04,,,hold
19.01.2021,37110.6,,,hold
19.01.2021,37266.49,,,hold
19.01.2021,36782.17,,,hold
19.01.2021,37082.52,,,hold
19.01.2021,36992.33,,,hold
19.01.2021,37329.4,,,hold
19.01.2021,37366.1,,,hold
19.01.2021,37162.4,,,hold
19.01.2021,36500,,,hold
19.01.2021,36279.82,,,hold
19.01.2021,36436.26,,,hold
19.01.2021,36452.22,,,hold
19.01.2021,36632.82,,,hold
19.01.2021,35891.49,,,hold
20.01.2021,36314.04,,,hold
20.01.2021,36105.27,,,hold
20.01.2021,36080.9,,,hold
20.01.2021,35062.49,,,hold
20.01.2021,35251.36,,,hold
20.01.2021,35477.18,,,hold
20.01.2021,35262.93,,,hold
20.01.2021,35677.14,,,hold
20.01.2021,35475.45,,,hold
20.01.2021,34801.83,,,hold
20.01.2021,34721.51,,,hold
20.01.2021,34426.17,,,hold
20.01.2021,34717.66,,,hold
20.01.2021,34958.56,,,hold
20.01.2021,34873.96,,,hold
20.01.2021,34192.17,,,hold
20.01.2021,34693.65,,,hold
20.01.2021,34849.99,,,hold
20.01.2021,35250.61,,,hold
20.01.2021,35197.12,,,hold
20.01.2021,34957.15,,,hold
20.01.2021,34892.89,,,hold
20.01.2021,34954.86,,,hold
20.01.2021,35468.23,,,hold
21.01.2021,35293.21,,,hold
21.01.2021,34784.69,,,hold
21.01.2021,34560.12,,,hold
21.01.2021,34571.09,,,hold
21.01.2021,34246.48,,,hold
21.01.2021,34562.7,,,hold
21.01.2021,34661.83,,,hold
21.01.2021,34624.27,,,hold
21.01.2021,33239,,,hold
21.01.2021,32878.33,,,hold
21.01.2021,32826.62,,,hold
21.01.2021,32208.62,,,hold
21.01.2021,32475.34,,,hold
21.01.2021,32304.44,,,hold
21.01.2021,31180.19,,,hold
21.01.2021,31384.09,,,hold
21.01.2021,31083.5,,,hold
21.01.2021,31912.38,,,hold
21.01.2021,31742.68,,,hold
21.01.2021,32468.66,,,hold
21.01.2021,31883.01,,,hold
21.01.2021,31229.71,,,hold
21.01.2021,30913.18,,,hold
21.01.2021,30850.13,,,hold
22.01.2021,29528.31,,,hold
22.01.2021,30068.29,,,hold
22.01.2021,30710.91,,,hold
22.01.2021,30943.4,,,hold
22.01.2021,30919.6,,,hold
22.01.2021,31800.93,,,hold
22.01.2021,31542.75,,,hold
22.01.2021,30842.45,,,hold
22.01.2021,31526.3,,,hold
22.01.2021,31414.59,,,hold
22.01.2021,31386.37,,,hold
22.01.2021,31710.88,,,hold
22.01.2021,31550,,,hold
22.01.2021,32141.8,,,hold
22.01.2021,32516.74,,,hold
22.01.2021,32458.42,,,hold
22.01.2021,32377.56,,,hold
22.01.2021,32329.25,,,hold
22.01.2021,33277.32,,,hold
22.01.2021,33589.52,,,hold
22.01.2021,33503.2,,,hold
22.01.2021,33290.01,,,hold
22.01.2021,32835.29,,,hold
22.01.2021,32945.17,,,hold
23.01.2021,32702.18,,,hold
23.01.2021,32706.76,,,hold
23.01.2021,32256.17,,,hold
23.01.2021,32365.01,,,hold
23.01.2021,32582.01,,,hold
23.01.2021,33350.6,,,hold
23.01.2021,32820.11,,,hold
23.01.2021,32931.18,,,hold
23.01.2021,32943.24,,,hold
23.01.2021,32453.56,,,hold
23.01.2021,32344.37,,,hold
23.01.2021,31645.49,,,hold
23.01.2021,31602.63,,,hold
23.01.2021,31865.19,,,hold
23.01.2021,31721.74,,,hold
23.01.2021,31877.1,,,hold
23.01.2021,32121.84,,,hold
23.01.2021,32239.09,,,hold
23.01.2021,32167.48,,,hold
23.01.2021,32348.79,,,hold
23.01.2021,32191.33,,,hold
23.01.2021,32344.22,,,hold
23.01.2021,32049.97,,,hold
23.01.2021,32078,,,hold
24.01.2021,31876.35,,,hold
24.01.2021,31863.84,,,hold
24.01.2021,32096.04,,,hold
24.01.2021,32480.05,,,hold
24.01.2021,32811.05,,,hold
24.01.2021,32871.98,,,hold
24.01.2021,32757.02,,,hold
24.01.2021,32801.15,,,hold
24.01.2021,32630.48,,,hold
24.01.2021,32641.58,,,hold
24.01.2021,32693.74,,,hold
24.01.2021,32833.37,,,hold
24.01.2021,32362.31,,,hold
24.01.2021,32227.29,,,hold
24.01.2021,32055.71,,,hold
24.01.2021,31957.05,,,hold
24.01.2021,31729.07,,,hold
24.01.2021,31851.6,,,hold
24.01.2021,31831.67,,,hold
24.01.2021,31306.29,,,hold
24.01.2021,31673.26,,,hold
24.01.2021,31909.46,,,hold
24.01.2021,32127.97,,,hold
24.01.2021,32259.9,,,hold
25.01.2021,32574.71,,,hold
25.01.2021,32864.98,,,hold
25.01.2021,32768.23,,,hold
25.01.2021,33568.18,,,hold
25.01.2021,33378.93,,,hold
25.01.2021,33331.13,,,hold
25.01.2021,33496.22,,,hold
25.01.2021,33346.95,,,hold
25.01.2021,33448.21,,,hold
25.01.2021,32979.1,,,hold
25.01.2021,33117.43,,,hold
25.01.2021,33185.26,,,hold
25.01.2021,34180.01,,,hold
25.01.2021,34544.49,,,hold
25.01.2021,34467.43,,,hold
25.01.2021,34458.31,,,hold
25.01.2021,33910.96,,,hold
25.01.2021,33784.36,,,hold
25.01.2021,33672.46,,,hold
25.01.2021,33411.54,,,hold
25.01.2021,33470.2,,,hold
25.01.2021,32718.08,,,hold
25.01.2021,32462.36,,,hold
25.01.2021,32254.2,,,hold
26.01.2021,32474.33,,,hold
26.01.2021,32758.85,,,hold
26.01.2021,32307.97,,,hold
26.01.2021,31518.66,,,hold
26.01.2021,32000.01,,,hold
26.01.2021,32062.32,,,hold
26.01.2021,31581.73,,,hold
26.01.2021,31643.61,,,hold
26.01.2021,31896.97,,,hold
26.01.2021,31804.77,,,hold
26.01.2021,32246.68,,,hold
26.01.2021,31796.95,,,hold
26.01.2021,31296.94,,,hold
26.01.2021,31718.97,,,hold
26.01.2021,31257.73,,,hold
26.01.2021,31750.23,,,hold
26.01.2021,31985.3,,,hold
26.01.2021,32184.36,,,hold
26.01.2021,32224.5,,,hold
26.01.2021,32208.33,,,hold
26.01.2021,31986.99,,,hold
26.01.2021,31987.13,,,hold
26.01.2021,32733.81,,,hold
26.01.2021,32467.77,,,hold
27.01.2021,32335.7,,,hold
27.01.2021,32084.6,,,hold
27.01.2021,31802.36,,,hold
27.01.2021,31800.86,,,hold
27.01.2021,31864.36,,,hold
27.01.2021,31503.41,,,hold
27.01.2021,31669.98,,,hold
27.01.2021,31743.33,,,hold
27.01.2021,31172.11,,,hold
27.01.2021,31201.05,,,hold
27.01.2021,31376.9,,,hold
27.01.2021,30639.05,,,hold
27.01.2021,30759.03,,,hold
27.01.2021,30275.3,,,hold
27.01.2021,29573.15,,,hold
27.01.2021,30322.61,,,hold
27.01.2021,30529.57,,,hold
27.01.2021,30514.34,,,hold
27.01.2021,29709.79,,,hold
27.01.2021,30740.33,,,hold
27.01.2021,31520.2,,,hold
27.01.2021,30958,,,hold
27.01.2021,30519.93,,,hold
27.01.2021,30366.15,,,hold
28.01.2021,30671.86,,,hold
28.01.2021,30881.94,,,hold
28.01.2021,30981.72,,,hold
28.01.2021,31404.25,,,hold
28.01.2021,31300.73,,,hold
28.01.2021,31729.16,,,hold
28.01.2021,31564.58,,,hold
28.01.2021,31170.53,,,hold
28.01.2021,31070.47,,,hold
28.01.2021,31466.91,,,hold
28.01.2021,31490.29,,,hold
28.01.2021,31437.37,,,hold
28.01.2021,31477.95,,,hold
28.01.2021,31775.12,,,hold
28.01.2021,31830.53,,,hold
28.01.2021,31926.49,,,hold
28.01.2021,32425.71,,,hold
28.01.2021,32281.49,,,hold
28.01.2021,32633.68,,,hold
28.01.2021,32564.71,,,hold
28.01.2021,32577.96,,,hold
28.01.2021,33183.53,,,hold
28.01.2021,33469.67,,,hold
28.01.2021,33364.86,,,hold
29.01.2021,34150.23,,,hold
29.01.2021,33906.57,,,hold
29.01.2021,33969.2,,,hold
29.01.2021,33733.58,,,hold
29.01.2021,33062.82,,,hold
29.01.2021,32980.32,,,hold
29.01.2021,32483.74,,,hold
29.01.2021,32266.35,,,hold
29.01.2021,36240.24,,,hold
29.01.2021,36877.16,,,hold
29.01.2021,36617.23,,,hold
29.01.2021,37025.32,,,hold
29.01.2021,37840.07,,,hold
29.01.2021,38250.03,,,hold
29.01.2021,37058.49,,,hold
29.01.2021,37129.4,,,hold
29.01.2021,36039.18,,,hold
29.01.2021,35741.23,,,hold
29.01.2021,35202.46,,,hold
29.01.2021,34318.57,,,hold
29.01.2021,34574.61,,,hold
29.01.2021,34635.53,,,hold
29.01.2021,34485.98,,,hold
29.01.2021,34252.2,,,hold
30.01.2021,34250.1,,,hold
30.01.2021,34123.05,,,hold
30.01.2021,33862.51,,,hold
30.01.2021,33273.36,,,hold
30.01.2021,33503.13,,,hold
30.01.2021,33503.72,,,hold
30.01.2021,33809.79,,,hold
30.01.2021,34046.8,,,hold
30.01.2021,33887.5,,,hold
30.01.2021,34253.18,,,hold
30.01.2021,34299.82,,,hold
30.01.2021,33660.4,,,hold
30.01.2021,33751.77,,,hold
30.01.2021,34237.69,,,hold
30.01.2021,34234.73,,,hold
30.01.2021,34210.2,,,hold
30.01.2021,33956.7,,,hold
30.01.2021,34253.67,,,hold
30.01.2021,34340,,,hold
30.01.2021,34286.5,,,hold
30.01.2021,34154.63,,,hold
30.01.2021,34675.53,,,hold
30.01.2021,34526.13,,,hold
30.01.2021,34262.88,,,hold
31.01.2021,34066.84,,,hold
31.01.2021,34194,,,hold
31.01.2021,33750,,,hold
31.01.2021,33930.21,,,hold
31.01.2021,34034.31,,,hold
31.01.2021,33756.39,,,hold
31.01.2021,33655.86,,,hold
31.01.2021,33607.98,,,hold
31.01.2021,33596.72,,,hold
31.01.2021,33301.7,,,hold
31.01.2021,33653.68,,,hold
31.01.2021,33563.23,,,hold
31.01.2021,33974.05,,,hold
31.01.2021,33692.92,,,hold
31.01.2021,33330.71,,,hold
31.01.2021,32862.66,,,hold
31.01.2021,32891.86,,,hold
31.01.2021,32302.31,,,hold
31.01.2021,32450.3,,,hold
31.01.2021,32808.8,,,hold
31.01.2021,32853.73,,,hold
31.01.2021,32560.73,,,hold
31.01.2021,32974.1,,,hold
31.01.2021,33092.98,,,hold
01.02.2021,32546.27,,,hold
01.02.2021,33430.29,,,hold
01.02.2021,33649.73,,,hold
01.02.2021,33573.97,,,hold
01.02.2021,33558.25,,,hold
01.02.2021,33755.4,,,hold
01.02.2021,33518.89,,,hold
01.02.2021,33803.97,,,hold
01.02.2021,34477.31,,,hold
01.02.2021,34354.47,,,hold
01.02.2021,34163.28,,,hold
01.02.2021,34183.33,,,hold
01.02.2021,33770.23,,,hold
01.02.2021,33702.25,,,hold
01.02.2021,33532.81,,,hold
01.02.2021,33160.17,,,hold
01.02.2021,33460.83,,,hold
01.02.2021,33978.31,,,hold
01.02.2021,33731.52,,,hold
01.02.2021,33838.13,,,hold
01.02.2021,33831.55,,,hold
01.02.2021,33658.67,,,hold
01.02.2021,33539.39,,,hold
01.02.2021,33526.37,,,hold
02.02.2021,33763.07,,,hold
02.02.2021,33744.71,,,hold
02.02.2021,33646,,,hold
02.02.2021,33550.32,,,hold
02.02.2021,33876.37,,,hold
02.02.2021,33992.83,,,hold
02.02.2021,34295.01,,,hold
02.02.2021,34223.38,,,hold
02.02.2021,34663.87,,,hold
02.02.2021,35334.04,,,hold
02.02.2021,35160.24,,,hold
02.02.2021,34720.15,,,hold
02.02.2021,34779.91,,,hold
02.02.2021,34844.73,,,hold
02.02.2021,34793.99,,,hold
02.02.2021,34708.47,,,hold
02.02.2021,34964.52,,,hold
02.02.2021,34851.47,,,hold
02.02.2021,35264.21,,,hold
02.02.2021,35762.03,,,hold
02.02.2021,35786.51,,,hold
02.02.2021,35653.07,,,hold
02.02.2021,35572.36,,,hold
02.02.2021,35466.24,,,hold
03.02.2021,36135.01,,,hold
03.02.2021,35879.27,,,hold
03.02.2021,35889.37,,,hold
03.02.2021,36403.47,,,hold
03.02.2021,36628.85,,,hold
03.02.2021,36460.12,,,hold
03.02.2021,36535.9,,,hold
03.02.2021,36297.57,,,hold
03.02.2021,36010.09,,,hold
03.02.2021,35851.19,,,hold
03.02.2021,35985.27,,,hold
03.02.2021,35969.41,,,hold
03.02.2021,36178.86,,,hold
03.02.2021,36537.42,,,hold
03.02.2021,36548.6,,,hold
03.02.2021,36850,,,hold
03.02.2021,37146.67,,,hold
03.02.2021,37176.86,,,hold
03.02.2021,37114.14,,,hold
03.02.2021,36788.89,,,hold
03.02.2021,37039.88,,,hold
03.02.2021,37256.97,,,hold
03.02.2021,37276.31,,,hold
03.02.2021,37618.87,,,hold
04.02.2021,38063.15,,,hold
04.02.2021,38147.35,,,hold
04.02.2021,37896.36,,,hold
04.02.2021,37498.78,,,hold
04.02.2021,37678.39,,,hold
04.02.2021,37578.23,,,hold
04.02.2021,38076.43,,,hold
04.02.2021,37843.4,,,hold
04.02.2021,37338.19,,,hold
04.02.2021,37509.22,,,hold
04.02.2021,37611.63,,,hold
04.02.2021,37321.75,,,hold
04.02.2021,37618.69,,,hold
04.02.2021,37587.58,,,hold
04.02.2021,36795.15,,,hold
04.02.2021,36564.23,,,hold
04.02.2021,36929.36,,,hold
04.02.2021,36884.34,,,hold
04.02.2021,37141.96,,,hold
04.02.2021,37467.18,,,hold
04.02.2021,37613.31,,,hold
04.02.2021,37643,,,hold
04.02.2021,37240,,,hold
04.02.2021,36936.66,,,hold
05.02.2021,36993.25,,,hold
05.02.2021,36632.38,,,hold
05.02.2021,36958.28,,,hold
05.02.2021,37366.02,,,hold
05.02.2021,37266.78,,,hold
05.02.2021,37065.97,,,hold
05.02.2021,37375.52,,,hold
05.02.2021,37653.98,,,hold
05.02.2021,37705.27,,,hold
05.02.2021,37251.07,,,hold
05.02.2021,37395.91,,,hold
05.02.2021,37691.32,,,hold
05.02.2021,37850.36,,,hold
05.02.2021,38272.32,,,hold
05.02.2021,38095.02,,,hold
05.02.2021,37960.76,,,hold
05.02.2021,37809.55,,,hold
05.02.2021,37894.61,,,hold
05.02.2021,37406.23,,,hold
05.02.2021,37608.92,,,hold
05.02.2021,37740.39,,,hold
05.02.2021,37819.67,,,hold
05.02.2021,37784.12,,,hold
05.02.2021,38290.24,,,hold
06.02.2021,38740.92,,,hold
06.02.2021,38806.45,,,hold
06.02.2021,39382.1,,,hold
06.02.2021,39384.74,,,hold
06.02.2021,39179.56,,,hold
06.02.2021,39014.73,,,hold
06.02.2021,39267.47,,,hold
06.02.2021,39359.12,,,hold
06.02.2021,39425.02,,,hold
06.02.2021,39887.91,,,hold
06.02.2021,39998.63,,,hold
