#{"t_start": 1652788801.5864146, "env_id": null}
r,l,t
-11661.944328,19968,225.0265
-9924.755946,16974,496.027675
-7624.605902,20086,782.095955
-190.743327,6221,870.559689
-318.349934,11409,1026.446322
-675.196569,24964,1402.01506
-316.232073,10918,1616.831114
-568.32358,20044,1891.458373
-847.249648,28951,2375.102745
-450.753814,15341,2569.017205
-324.93253,12946,2776.737438
-431.028743,17386,3040.171471
-36.959056,1285,3045.326816
-566.088265,22531,3361.84642
-645.616411,25530,3771.225265
-128.036009,4997,3824.177235
-378.074973,15391,4090.819992
-148.733555,5719,4212.900123
-313.68882,12267,4397.224726
-235.345266,8547,4556.068406
-207.342765,7892,4633.240416
-158.66677,6340,4781.840516
-483.453677,19439,5074.909554
-514.908783,19814,5360.475298
-236.925933,8815,5498.784541
-600.960728,24219,5909.740431
-151.027685,6205,5980.265142
-20.018135,745,5982.977992
-313.230507,13673,6180.835467
-286.740981,12826,6377.227482
-239.601842,9644,6509.937909
-88.411559,3861,6525.964136
-55.114227,2291,6592.337578
-203.852253,8764,6728.52001
-72.832108,3430,6742.218993
-247.939724,10093,6879.685367
-248.087146,9620,7003.870595
-226.635907,9146,7157.381675
-380.265289,15024,7380.688699
