#{"t_start": 1650870712.594854, "env_id": null}
r,l,t
-163518554.494896,19968,284.520367
-15231316.231156,3549,342.937757
-33299990.774326,5001,388.035027
-165684661.116888,18578,638.578254
-233888374.633652,26216,954.201421
-240632159.027222,25981,1330.160453
-7427206.826161,2157,1368.309691
-99548093.407933,13048,1520.502127
-34351814.285036,5787,1617.986321
-78536026.553366,10456,1742.874221
-133532.363998,339,1746.826792
-558769.228284,675,1748.658147
-123537928.471711,16040,1921.756201
-108075035.175472,12918,2114.891966
-238438420.520286,27249,2440.425176
-63299485.018228,9993,2549.205741
-176762395.675758,20041,2819.889393
-680981.764563,419,2821.162606
-28731661.585207,4932,2894.651189
-13155231.076725,3074,2954.920213
-20542293.67842,3964,3020.258124
-231669854.29795,28142,3407.82482
-181976834.687271,19962,3718.016007
-7436333.649104,1979,3773.07711
-166277182.603849,19934,4075.724695
-48119781.987501,7105,4154.969492
-246115822.041367,27401,4584.30456
-27298145.683945,5292,4677.473519
-199174225.30394,22593,4976.094571
-91209300.715819,11509,5107.529617
-155348556.258072,17779,5354.804237
-39462525.173421,5952,5410.939406
-114887433.537043,14323,5616.705334
-30881751.287251,5226,5674.610006
-101692847.115311,13323,5899.221641
-51121085.58862,7183,5973.640394
-6411264.644962,1577,5980.530982
-67539438.068523,9368,6100.167267
-113273264.362261,13613,6329.767626
-23807563.28664,4534,6416.808955
-1154971.003402,645,6418.358222
-179901178.068791,20364,6679.763985
-206777411.911377,22988,6992.397308
-3761077.864473,1771,7000.434679
-156860504.459642,20814,7240.600654
-160537.441144,249,7241.560538
-164563203.016243,18828,7504.75354
-91338369.426909,11558,7615.638935
-115742259.894554,13764,7819.70557
-253344250.562921,28219,8260.864896
-59116919.972395,8169,8328.401836
-61084339.917161,8390,8466.70441
-228651533.457753,26464,8788.454871
-236876220.035324,27685,9223.375172
-13048857.537797,4334,9283.879473
-150047504.39743,17054,9530.324128
-135046613.023087,16109,9708.955921
-82342961.987745,12081,9871.556563
-251324617.831853,29081,10264.327712
-83388732.176179,11116,10404.932957
-256119541.58149,28216,10771.537623
-136447950.106615,16578,10973.960101
-104606183.928848,13227,11110.474365
-249940814.315654,28309,11557.171216
-47692505.875932,8173,11700.622126
-12491403.872883,2865,11710.410516
-192879941.872345,20855,12009.361409
-85775834.591413,12329,12179.391804
-102165579.400389,13207,12388.252422
-162297593.465566,18690,12600.174571
-2274020.12637,1081,12659.571445
-169366287.388294,18568,12853.560924
-156288703.653661,18884,13100.34779
-265582792.662892,29401,13508.409605
-10418529.813449,2863,13588.186764
