#{"t_start": 1652859984.3120086, "env_id": null}
r,l,t
-356.01006,721,1.665626
-365.063933,721,2.913612
-356.113932,721,4.009593
-357.955496,721,5.077197
-349.036333,721,6.193985
-362.200626,721,7.319792
-358.87995,721,16.72487
-375.92073,721,17.932976
-378.091738,721,19.152709
-359.981686,721,20.399877
-371.953071,721,21.681118
-356.043565,721,22.983894
-350.782881,721,24.235586
-364.900923,721,33.422561
-359.062759,721,34.564302
-362.090043,721,35.895788
-350.934011,721,37.115748
-371.108435,721,38.293575
-352.111934,721,39.560321
-364.064755,721,40.78817
-367.142376,721,49.629541
-349.116828,721,50.7711
-357.036932,721,52.001962
-375.022056,721,53.262153
-351.968583,721,54.516513
-373.238471,721,55.647993
-367.986068,721,56.96843
-345.773592,721,66.238512
-373.712949,721,67.359366
-344.091757,721,68.604018
-372.945323,721,69.869482
-355.905421,721,71.057208
-361.036731,721,72.2665
-358.986126,721,73.520603
-390.993383,721,82.144629
-354.007212,721,83.356253
-347.914508,721,84.691169
-381.950896,721,85.882751
-356.882115,721,87.242576
-371.052197,721,88.460485
-370.064592,721,89.676858
-385.969123,721,98.661982
-334.016701,721,99.971661
-358.846549,721,101.110763
-356.055841,721,102.362676
-351.940386,721,103.561725
-352.646257,721,104.738587
-370.033158,721,105.993753
-365.91705,721,115.292016
-379.040613,721,116.532184
-352.203791,721,117.808058
-339.970024,721,118.990596
-358.890084,721,120.145361
-359.177304,721,121.408225
-360.176088,721,122.57753
-359.145068,721,131.741421
-376.060368,721,133.026677
-355.916691,721,134.251506
-364.922719,721,135.524991
-367.047231,721,136.705104
-372.039297,721,137.945085
-363.922166,721,139.298777
-358.874043,721,148.066004
-350.103005,721,149.377249
-357.991439,721,150.681885
-373.805108,721,151.888314
-350.995603,721,153.202754
-347.066607,721,154.508651
-384.143869,721,155.825094
-174.205201,721,166.640959
-16.986073,721,169.205779
-11.784307,721,172.436118
-23.245162,721,175.432339
-13.212213,721,178.153964
-32.185813,721,180.999117
-25.705258,721,184.070901
-18.0838,721,193.796442
-31.273499,721,196.351116
-26.95145,721,198.997097
-26.930938,721,201.828275
-15.276728,721,205.041998
-29.016055,721,207.81684
-29.036095,721,210.857719
-24.733492,721,220.897922
-17.942934,721,223.966633
-24.396689,721,226.671244
-22.55294,721,229.374058
-24.576407,721,232.422401
-25.652438,721,235.21688
-25.296774,721,238.263421
-28.797214,721,248.418921
-19.961146,721,251.388032
-25.227384,721,254.394906
-13.070333,721,257.513704
-25.021445,721,260.231344
-17.690382,721,262.89155
-22.206563,721,265.731504
-21.909478,721,275.780466
-29.760548,721,278.287594
-20.963725,721,280.760695
-22.960563,721,283.324237
-24.465037,721,285.991859
-17.549906,721,288.490542
-21.899365,721,291.308604
-22.428059,721,301.762167
-17.596267,721,304.782936
-17.193499,721,307.476105
-24.161121,721,310.449088
-20.94721,721,313.402639
-24.585937,721,316.415203
-23.954197,721,326.480052
-15.074183,721,329.358672
-25.024648,721,332.43407
-18.271534,721,335.339339
-18.895633,721,338.184024
-29.946972,721,341.464565
-22.049482,721,344.203847
-21.725888,721,354.064382
-21.902444,721,356.73129
-19.982866,721,359.403941
-15.961996,721,362.466677
-16.881938,721,365.166237
-17.14904,721,368.567131
-24.967257,721,371.695765
-23.864408,721,381.975803
-31.827185,721,384.651532
-21.013742,721,387.297986
-15.985682,721,389.868455
-19.791193,721,392.713875
-21.875836,721,395.384749
-26.790944,721,398.113779
-25.9843,721,408.157723
-26.53394,721,410.678034
-24.20405,721,413.226248
-16.813203,721,415.721334
-17.033008,721,418.162349
-24.756606,721,420.945494
-16.879224,721,423.967701
-19.723724,721,434.046723
-18.774067,721,436.694357
-16.793578,721,439.256867
-18.02261,721,441.92691
-27.468729,721,444.554871
-25.891967,721,447.645817
-19.958797,721,450.065784
-17.966183,721,460.200855
-19.774874,721,462.904137
-16.969316,721,465.613863
-20.62779,721,468.492049
-24.152013,721,470.961283
-19.043037,721,473.519723
-23.827428,721,476.545675
-20.573252,721,487.277749
-18.047656,721,489.779232
-24.866465,721,492.493048
-15.948651,721,495.047426
-27.803245,721,497.996156
-16.946325,721,500.721689
-14.886291,721,503.862786
-17.732697,721,514.157923
-15.547318,721,516.6124
-23.766672,721,519.191118
-17.325219,721,522.69036
-16.397963,721,525.098122
-16.975158,721,527.704551
-13.92825,721,531.22193
-14.798374,721,541.584767
-19.818904,721,544.244456
-24.99546,721,547.470153
-20.05214,721,550.500477
-19.829642,721,553.311309
-18.925503,721,555.89483
-18.057773,721,558.490839
-17.035333,721,568.676241
-17.739222,721,571.101444
-23.871406,721,574.312989
-21.079233,721,577.539142
-18.815703,721,580.735457
-22.98836,721,583.488685
-26.029815,721,586.414667
-14.920008,721,597.155028
-22.578552,721,599.907114
-20.121852,721,602.576818
-23.810603,721,605.218941
-14.858428,721,607.918379
-30.12826,721,610.374779
-27.057826,721,613.070997
-19.05229,721,622.887233
-20.814266,721,625.771785
-15.136691,721,628.657335
-22.079887,721,631.799554
-13.334041,721,634.511557
-16.832408,721,636.967382
-24.961488,721,639.414211
-23.738518,721,649.731137
-13.914287,721,652.423722
-16.868104,721,655.08449
-17.98687,721,657.867683
-18.916862,721,660.569409
-18.648499,721,663.231302
-22.869495,721,665.669302
-22.383811,721,675.65204
-18.785716,721,678.5186
-14.416697,721,680.945864
-15.898607,721,683.771437
-27.834134,721,686.517585
-14.948744,721,689.250656
-25.217888,721,692.048938
-16.557468,721,702.430964
-21.754094,721,705.110868
-20.779989,721,707.746243
-22.251766,721,710.348892
-31.016649,721,712.815995
-19.794759,721,715.452308
-24.752963,721,725.829473
-23.979744,721,728.866896
-33.930643,721,731.458216
-13.914627,721,734.380652
-24.010639,721,736.801441
-22.043804,721,739.696478
-17.915071,721,742.480278
-21.001459,721,752.60158
-17.968509,721,755.289254
-18.474265,721,757.866813
-17.89512,721,760.550996
-15.171596,721,763.346679
-21.888581,721,766.071965
-20.185966,721,768.752675
-27.937484,721,778.514712
-19.510357,721,781.018576
-26.751086,721,783.934604
-20.915957,721,786.760192
-27.341342,721,789.632834
-24.599507,721,792.448876
-26.039336,721,795.015284
-18.168697,721,804.907075
-16.963197,721,807.48546
-21.073092,721,810.2256
-20.95723,721,812.866422
-13.713057,721,815.718584
-24.781384,721,818.399175
-16.901201,721,821.013288
-14.816859,721,831.115987
-18.893312,721,834.00003
-20.983998,721,836.568369
-19.110581,721,839.133168
-22.852097,721,841.774007
-17.836478,721,844.427938
-26.158396,721,847.05602
-22.191796,721,856.888503
-23.01446,721,859.47819
-20.804984,721,862.020243
-32.655767,721,864.820849
-13.119854,721,867.506386
-25.694807,721,870.223309
-16.644713,721,872.723555
-15.716643,721,882.713788
-22.884855,721,885.343126
-20.959214,721,887.830171
-17.840207,721,890.520284
-15.189434,721,893.129404
-20.977234,721,895.75649
-22.754243,721,898.191673
-17.708303,721,908.796937
-10.455735,721,911.570155
-30.879447,721,914.612658
-26.739748,721,917.137652
-20.84712,721,919.668346
-23.9266,721,922.418149
-19.686196,721,925.095186
-17.700514,721,935.814687
-19.820234,721,938.478851
-20.032231,721,941.09684
-24.874387,721,943.783153
-24.855423,721,946.744275
-27.694634,721,949.512688
-24.737141,721,952.092868
-16.253447,721,962.373743
-16.760666,721,965.225747
-15.812075,721,967.688491
-18.645958,721,970.33
-16.728985,721,973.189601
-28.155651,721,975.921985
-26.899523,721,978.765495
-17.07552,721,988.983688
-20.809601,721,991.625459
-22.838895,721,994.390373
-21.912442,721,996.955448
-20.948622,721,999.76257
-16.806836,721,1002.545336
-20.33998,721,1005.140246
-25.933918,721,1015.173417
-16.088637,721,1017.798857
-25.969266,721,1020.434599
-14.518972,721,1023.296381
-15.931067,721,1026.088204
-25.036012,721,1028.96633
-19.074863,721,1031.519897
-19.717955,721,1041.935254
-16.746153,721,1044.720351
-20.657663,721,1047.238624
-20.978071,721,1049.906598
-24.810256,721,1052.449471
-20.629839,721,1054.898709
-26.816913,721,1057.407691
-21.376988,721,1068.121565
-21.787377,721,1070.974758
-25.072588,721,1073.514477
-33.936686,721,1076.153081
-20.896703,721,1078.85717
-34.861095,721,1081.803421
-29.822506,721,1084.308471
-23.191472,721,1094.734394
-19.931884,721,1097.733879
-14.008093,721,1100.294194
-22.015075,721,1103.082815
-23.80075,721,1105.748752
-20.723791,721,1108.40769
-21.729496,721,1110.870939
-19.565908,721,1121.151208
-25.999439,721,1123.938028
-24.196974,721,1126.636707
-19.019284,721,1129.213114
-28.887321,721,1132.170083
-17.669887,721,1134.988596
-21.980116,721,1145.166852
-21.079938,721,1147.842983
-18.955855,721,1150.520211
-17.878844,721,1153.348856
-23.762537,721,1156.18184
-20.112217,721,1158.968572
-22.875927,721,1161.623854
-23.718772,721,1171.789692
-13.889937,721,1174.758237
-14.831344,721,1177.519819
-23.850624,721,1180.265865
-23.806811,721,1183.018039
-25.748106,721,1185.568983
-22.080649,721,1188.269959
-25.646741,721,1198.38464
-28.677813,721,1201.075056
-32.827035,721,1203.631933
-23.502867,721,1206.219374
-18.853793,721,1208.811607
-24.489615,721,1211.416677
-28.510115,721,1214.275
-22.095869,721,1224.384011
-18.765735,721,1227.048603
-12.782955,721,1229.77509
-22.903412,721,1232.695594
-37.495727,721,1235.261506
-31.092694,721,1238.092737
-19.855447,721,1240.802909
-17.073816,721,1250.852561
-28.856182,721,1253.567723
-27.979816,721,1256.372838
-17.076047,721,1258.980177
-20.691546,721,1261.496618
-15.755384,721,1264.287077
-24.022032,721,1267.068945
-19.02098,721,1277.708057
-15.488043,721,1280.319646
-18.9689,721,1283.162926
-24.905635,721,1285.995646
-19.77146,721,1288.774347
-20.93649,721,1291.50792
-21.634486,721,1294.300847
-20.918409,721,1304.659697
-20.592866,721,1307.580306
-23.761474,721,1310.292907
-22.137479,721,1312.983355
-18.171941,721,1315.612797
-24.848762,721,1318.242786
-22.607289,721,1321.159389
-20.982311,721,1331.578759
-22.021295,721,1334.130508
-22.384048,721,1336.839119
-24.796546,721,1339.595058
-20.427075,721,1342.094419
-25.944987,721,1344.912204
-27.880931,721,1347.595532
-25.746001,721,1358.382778
-24.643921,721,1360.94587
-21.07387,721,1363.689888
-29.603625,721,1366.583019
-17.083035,721,1369.286862
-28.994009,721,1372.023995
-15.766596,721,1374.797065
-26.770491,721,1385.688596
-20.199312,721,1388.243561
-22.748138,721,1390.641813
-23.867662,721,1393.489908
-18.646694,721,1396.079646
-23.548322,721,1398.742389
-30.312294,721,1401.392871
-19.776431,721,1411.626116
-24.835147,721,1414.411111
-20.12435,721,1417.355078
-18.969578,721,1419.875377
-30.996398,721,1422.636951
-22.686614,721,1425.381602
-26.251199,721,1428.100385
-26.764414,721,1438.415025
-25.487692,721,1440.912824
-19.831186,721,1443.783066
-22.666185,721,1446.45683
-22.87109,721,1449.172302
-24.895653,721,1451.832905
-28.968381,721,1454.469216
-21.049883,721,1464.840527
-26.925176,721,1467.641164
-15.467151,721,1470.337695
-34.177272,721,1473.019143
-24.800728,721,1475.871805
-18.955279,721,1478.461127
-17.654666,721,1481.326501
-26.194078,721,1492.001922
-14.882308,721,1494.934021
-21.890827,721,1497.638004
-22.956333,721,1500.418877
-24.957118,721,1503.219061
-15.300729,721,1506.15361
-14.941271,721,1508.871441
-22.939246,721,1519.465183
-18.098554,721,1522.370412
-22.825597,721,1525.069098
-21.745431,721,1527.636422
-18.9577,721,1530.374375
-16.999078,721,1533.083702
-26.860691,721,1543.329279
-23.007191,721,1546.016027
-21.079812,721,1548.668787
-22.866116,721,1551.448934
-13.558374,721,1554.02051
-18.127648,721,1556.434282
-28.054036,721,1559.087631
-28.074383,721,1568.963367
-17.982947,721,1571.869079
-22.945261,721,1574.539728
-21.034343,721,1577.490271
-23.846455,721,1580.048911
-13.031856,721,1582.714911
-24.956772,721,1585.347296
-19.005977,721,1595.512269
-20.910474,721,1598.242988
-23.104873,721,1601.23271
-24.891617,721,1604.196573
-18.022865,721,1606.886667
-18.342481,721,1609.49872
-26.797716,721,1612.301436
-22.915042,721,1622.117875
-19.46989,721,1624.836839
-16.168384,721,1627.542539
-11.960186,721,1630.133913
-32.16649,721,1632.960068
-27.939029,721,1635.931889
-17.50726,721,1638.82958
-21.845001,721,1649.132543
-16.649229,721,1651.912678
-15.738217,721,1654.74951
-19.91997,721,1657.493595
-22.772318,721,1659.966606
-26.385831,721,1662.666224
-19.909942,721,1665.300678
