#{"t_start": 1653260062.4137301, "env_id": null}
r,l,t
-2980.331571,29259,144.691799
-16.769582,29259,398.903176
0.339266,29259,559.268457
1.80535,29259,829.18047
0.842843,29259,988.743491
-4.244253,29259,1253.196563
-3.243317,29259,1512.181234
-1.346667,29259,1661.586013
-0.245712,29259,1915.116364
0.141826,29259,2066.447729
-5.896513,29259,2323.137172
-3.272982,29259,2576.96859
2.50371,29259,2732.595115
2.191987,29259,2997.07177
-181.91413,29259,3141.611978
2.021275,29259,3398.558119
1.904599,29259,3559.195447
