#{"t_start": 1651940115.7195618, "env_id": null}
r,l,t
-4220.67974,19968,96.55268
-320.019816,13726,152.129985
-18.928426,2704,163.034808
-58.292163,19182,289.063621
-7.609201,24146,413.045908
-11.762113,23773,618.095667
-3.431975,8623,654.882245
-1.505128,2967,669.310642
-10.004166,24275,798.665504
-4.614655,16883,930.799726
0.509509,11110,975.7543
-1.252928,15866,1053.662818
1.273345,5100,1075.26601
-6.309547,18981,1225.346395
-14.938659,19630,1316.578261
-18.655281,20641,1417.480176
-4.830057,18114,1539.490675
-4.021749,28288,1700.651482
-1.533969,9084,1780.56864
-1.31409,9740,1821.255121
-0.007012,4161,1837.807865
-1.517744,12178,1888.608902
0.065224,3408,1905.100778
0.210982,3994,1920.949399
-3.315996,14590,2031.797776
-5.765652,10546,2073.556044
-4.000086,20923,2176.235746
-9.722607,22718,2339.325659
0.745624,4981,2361.603055
-11.71364,17209,2436.371994
-4.529119,28382,2649.714155
-0.097791,15945,2723.555761
-8.463545,14577,2789.061427
-1.652413,12772,2843.587444
