#{"t_start": 1653255909.9913661, "env_id": null}
r,l,t
-2718.971153,29259,162.23841
-17.674442,29259,435.513073
-0.987879,29259,608.728527
-1.354922,29259,884.059492
1.044239,29259,1057.775586
-0.466833,29259,1348.300863
-3.243317,29259,1640.090688
0.067365,29259,1813.226224
0.884577,29259,2092.612204
0.549626,29259,2267.946868
-0.439358,29259,2547.153486
-3.243317,29259,2834.826023
0.923391,29259,3007.735348
1.663172,29259,3291.175404
0.250782,29259,3473.037288
-3.243317,29259,3758.102505
-3.243317,29259,3935.581548
