#{"t_start": 1651911625.267661, "env_id": null}
r,l,t
-1307.05808,19968,136.582465
-28.463439,3549,151.005853
-26.546348,5001,169.438257
-15.041817,10994,213.716418
-8.885511,20729,377.036966
-6.652121,17398,450.423572
4.932889,16917,521.162275
18.78837,21427,716.786293
18.37396,10668,757.203031
15.101365,8923,792.88562
7.237778,4369,809.396738
24.151809,18981,990.414305
35.570399,22799,1087.505014
4.265272,3533,1101.995803
49.184029,27474,1337.758324
36.235321,18499,1415.52837
13.39524,3205,1428.757536
44.345461,17801,1650.507761
20.898492,4475,1666.756533
62.206612,28234,1792.168031
46.794407,22182,1982.608242
24.317349,15399,2049.015205
23.333016,13975,2109.105229
9.553713,7069,2135.172837
30.108076,12575,2316.946091
4.745336,3125,2330.857018
21.666277,12754,2382.4595
18.759692,9988,2422.345646
27.332815,16870,2494.343215
33.446217,19265,2673.203465
15.243307,8067,2704.673506
26.320739,14799,2765.729028
56.94541,26503,2963.921874
35.910472,21968,3056.941406
0.464223,279,3057.937312
18.480058,8876,3090.73631
12.451773,6574,3200.219636
8.927388,5180,3219.538898
27.04432,14321,3276.169883
24.604725,13452,3325.45073
42.448195,21998,3566.045603
41.198774,21851,3662.867995
46.492276,20020,3883.33323
6.963964,3065,3896.564167
53.689951,23557,3998.699115
43.353839,23915,4219.211466
31.30467,19055,4297.032377
14.5778,8167,4329.500312
23.351318,11998,4375.881103
14.793665,4670,4394.868747
48.902959,25054,4610.009565
48.50177,23334,4709.769289
13.976155,7362,4873.376165
58.342487,27574,4997.877584
8.485808,4259,5014.717185
39.146615,22346,5215.099201
57.750696,26479,5329.612084
5.361597,2058,5337.183948
24.995695,13330,5391.005822
67.651254,29241,5678.738763
27.771888,13614,5735.97206
17.669019,8027,5767.336604
52.544368,25303,5974.679624
21.981859,12117,6024.034706
62.882207,27004,6343.766071
64.569191,27089,6465.425498
